surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
69,The Reality,الحاقة,Al-Haqqah,27,5350,يَٰلَيْتَهَا كَانَتِ ٱلْقَاضِيَةَ,I wish death was the end!,500,29,7,227,52,6236,Meccan,FALSE,NA,3,"[يَٰلَيْتَهَا,كَانَتِ,ٱلْقَاضِيَةَ]"
69,The Reality,الحاقة,Al-Haqqah,28,5351,مَآ أَغْنَىٰ عَنِّى مَالِيَهْ ۜ,My wealth has not benefited me!,500,29,7,227,52,6236,Meccan,FALSE,NA,5,"[مَآ,أَغْنَىٰ,عَنِّى,مَالِيَهْ,ۜ]"
69,The Reality,الحاقة,Al-Haqqah,29,5352,هَلَكَ عَنِّى سُلْطَٰنِيَهْ,My authority has been stripped from me.”,500,29,7,227,52,6236,Meccan,FALSE,NA,3,"[هَلَكَ,عَنِّى,سُلْطَٰنِيَهْ]"
69,The Reality,الحاقة,Al-Haqqah,30,5353,خُذُوهُ فَغُلُّوهُ,"˹It will be said,˺ “Seize and shackle them,",500,29,7,227,52,6236,Meccan,FALSE,NA,2,"[خُذُوهُ,فَغُلُّوهُ]"
69,The Reality,الحاقة,Al-Haqqah,31,5354,ثُمَّ ٱلْجَحِيمَ صَلُّوهُ,"then burn them in Hell,",500,29,7,227,52,6236,Meccan,FALSE,NA,3,"[ثُمَّ,ٱلْجَحِيمَ,صَلُّوهُ]"
69,The Reality,الحاقة,Al-Haqqah,32,5355,ثُمَّ فِى سِلْسِلَةٍۢ ذَرْعُهَا سَبْعُونَ ذِرَاعًۭا فَٱسْلُكُوهُ,then tie them up with chains seventy arms long.,500,29,7,227,52,6236,Meccan,FALSE,NA,7,"[ثُمَّ,فِى,سِلْسِلَةٍۢ,ذَرْعُهَا,سَبْعُونَ,ذِرَاعًۭا,فَٱسْلُكُوهُ]"
69,The Reality,الحاقة,Al-Haqqah,33,5356,إِنَّهُۥ كَانَ لَا يُؤْمِنُ بِٱللَّهِ ٱلْعَظِيمِ,"For they never had faith in Allah, the Greatest,",500,29,7,227,52,6236,Meccan,FALSE,NA,6,"[إِنَّهُۥ,كَانَ,لَا,يُؤْمِنُ,بِٱللَّهِ,ٱلْعَظِيمِ]"
69,The Reality,الحاقة,Al-Haqqah,34,5357,وَلَا يَحُضُّ عَلَىٰ طَعَامِ ٱلْمِسْكِينِ,nor encouraged the feeding of the poor.,500,29,7,227,52,6236,Meccan,FALSE,NA,5,"[وَلَا,يَحُضُّ,عَلَىٰ,طَعَامِ,ٱلْمِسْكِينِ]"
69,The Reality,الحاقة,Al-Haqqah,35,5358,فَلَيْسَ لَهُ ٱلْيَوْمَ هَٰهُنَا حَمِيمٌۭ,"So this Day they will have no close friend here,",500,29,7,227,52,6236,Meccan,FALSE,NA,5,"[فَلَيْسَ,لَهُ,ٱلْيَوْمَ,هَٰهُنَا,حَمِيمٌۭ]"
69,The Reality,الحاقة,Al-Haqqah,36,5359,وَلَا طَعَامٌ إِلَّا مِنْ غِسْلِينٍۢ,"nor any food except ˹oozing˺ pus,",500,29,7,227,52,6236,Meccan,FALSE,NA,5,"[وَلَا,طَعَامٌ,إِلَّا,مِنْ,غِسْلِينٍۢ]"
69,The Reality,الحاقة,Al-Haqqah,37,5360,لَّا يَأْكُلُهُۥٓ إِلَّا ٱلْخَٰطِـُٔونَ,which none will eat except the evildoers.”,500,29,7,227,52,6236,Meccan,FALSE,NA,4,"[لَّا,يَأْكُلُهُۥٓ,إِلَّا,ٱلْخَٰطِـُٔونَ]"
69,The Reality,الحاقة,Al-Haqqah,38,5361,فَلَآ أُقْسِمُ بِمَا تُبْصِرُونَ,"Now, I do swear by whatever you see,",501,29,7,227,52,6236,Meccan,FALSE,NA,4,"[فَلَآ,أُقْسِمُ,بِمَا,تُبْصِرُونَ]"
69,The Reality,الحاقة,Al-Haqqah,39,5362,وَمَا لَا تُبْصِرُونَ,and whatever you cannot see!,501,29,7,227,52,6236,Meccan,FALSE,NA,3,"[وَمَا,لَا,تُبْصِرُونَ]"
69,The Reality,الحاقة,Al-Haqqah,40,5363,إِنَّهُۥ لَقَوْلُ رَسُولٍۢ كَرِيمٍۢ,"Indeed, this ˹Quran˺ is the recitation of a noble Messenger.",501,29,7,227,52,6236,Meccan,FALSE,NA,4,"[إِنَّهُۥ,لَقَوْلُ,رَسُولٍۢ,كَرِيمٍۢ]"
69,The Reality,الحاقة,Al-Haqqah,41,5364,وَمَا هُوَ بِقَوْلِ شَاعِرٍۢ ۚ قَلِيلًۭا مَّا تُؤْمِنُونَ,"It is not the prose of a poet ˹as you claim˺, ˹yet˺ you hardly have any faith.",501,29,7,227,52,6236,Meccan,FALSE,NA,8,"[وَمَا,هُوَ,بِقَوْلِ,شَاعِرٍۢ,ۚ,قَلِيلًۭا,مَّا,تُؤْمِنُونَ]"
69,The Reality,الحاقة,Al-Haqqah,42,5365,وَلَا بِقَوْلِ كَاهِنٍۢ ۚ قَلِيلًۭا مَّا تَذَكَّرُونَ,"Nor is it the mumbling of a fortune-teller, ˹yet˺ you are hardly mindful.",501,29,7,227,52,6236,Meccan,FALSE,NA,7,"[وَلَا,بِقَوْلِ,كَاهِنٍۢ,ۚ,قَلِيلًۭا,مَّا,تَذَكَّرُونَ]"
69,The Reality,الحاقة,Al-Haqqah,43,5366,تَنزِيلٌۭ مِّن رَّبِّ ٱلْعَٰلَمِينَ,˹It is˺ a revelation from the Lord of all worlds.,501,29,7,227,52,6236,Meccan,FALSE,NA,4,"[تَنزِيلٌۭ,مِّن,رَّبِّ,ٱلْعَٰلَمِينَ]"
69,The Reality,الحاقة,Al-Haqqah,44,5367,وَلَوْ تَقَوَّلَ عَلَيْنَا بَعْضَ ٱلْأَقَاوِيلِ,"Had the Messenger made up something in Our Name,",501,29,7,227,52,6236,Meccan,FALSE,NA,5,"[وَلَوْ,تَقَوَّلَ,عَلَيْنَا,بَعْضَ,ٱلْأَقَاوِيلِ]"
69,The Reality,الحاقة,Al-Haqqah,45,5368,لَأَخَذْنَا مِنْهُ بِٱلْيَمِينِ,"We would have certainly seized him by his right hand,",501,29,7,227,52,6236,Meccan,FALSE,NA,3,"[لَأَخَذْنَا,مِنْهُ,بِٱلْيَمِينِ]"
69,The Reality,الحاقة,Al-Haqqah,46,5369,ثُمَّ لَقَطَعْنَا مِنْهُ ٱلْوَتِينَ,"then severed his aorta,",501,29,7,227,52,6236,Meccan,FALSE,NA,4,"[ثُمَّ,لَقَطَعْنَا,مِنْهُ,ٱلْوَتِينَ]"
69,The Reality,الحاقة,Al-Haqqah,47,5370,فَمَا مِنكُم مِّنْ أَحَدٍ عَنْهُ حَٰجِزِينَ,and none of you could have shielded him ˹from Us˺!,501,29,7,227,52,6236,Meccan,FALSE,NA,6,"[فَمَا,مِنكُم,مِّنْ,أَحَدٍ,عَنْهُ,حَٰجِزِينَ]"
69,The Reality,الحاقة,Al-Haqqah,48,5371,وَإِنَّهُۥ لَتَذْكِرَةٌۭ لِّلْمُتَّقِينَ,"Indeed, this ˹Quran˺ is a reminder to those mindful ˹of Allah˺.",501,29,7,227,52,6236,Meccan,FALSE,NA,3,"[وَإِنَّهُۥ,لَتَذْكِرَةٌۭ,لِّلْمُتَّقِينَ]"
69,The Reality,الحاقة,Al-Haqqah,49,5372,وَإِنَّا لَنَعْلَمُ أَنَّ مِنكُم مُّكَذِّبِينَ,"And We certainly know that some of you will persist in denial,",501,29,7,227,52,6236,Meccan,FALSE,NA,5,"[وَإِنَّا,لَنَعْلَمُ,أَنَّ,مِنكُم,مُّكَذِّبِينَ]"
69,The Reality,الحاقة,Al-Haqqah,50,5373,وَإِنَّهُۥ لَحَسْرَةٌ عَلَى ٱلْكَٰفِرِينَ,and it will surely be a source of regret for the disbelievers.,501,29,7,227,52,6236,Meccan,FALSE,NA,4,"[وَإِنَّهُۥ,لَحَسْرَةٌ,عَلَى,ٱلْكَٰفِرِينَ]"
69,The Reality,الحاقة,Al-Haqqah,51,5374,وَإِنَّهُۥ لَحَقُّ ٱلْيَقِينِ,"And indeed, this ˹Quran˺ is the absolute truth.",501,29,7,227,52,6236,Meccan,FALSE,NA,3,"[وَإِنَّهُۥ,لَحَقُّ,ٱلْيَقِينِ]"
69,The Reality,الحاقة,Al-Haqqah,52,5375,فَسَبِّحْ بِٱسْمِ رَبِّكَ ٱلْعَظِيمِ,"So glorify the Name of your Lord, the Greatest.",501,29,7,227,52,6236,Meccan,FALSE,NA,4,"[فَسَبِّحْ,بِٱسْمِ,رَبِّكَ,ٱلْعَظِيمِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,1,5376,سَأَلَ سَآئِلٌۢ بِعَذَابٍۢ وَاقِعٍۢ,A challenger has demanded a punishment bound to come,502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[سَأَلَ,سَآئِلٌۢ,بِعَذَابٍۢ,وَاقِعٍۢ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,2,5377,لِّلْكَٰفِرِينَ لَيْسَ لَهُۥ دَافِعٌۭ,for the disbelievers—to be averted by none—,502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[لِّلْكَٰفِرِينَ,لَيْسَ,لَهُۥ,دَافِعٌۭ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,3,5378,مِّنَ ٱللَّهِ ذِى ٱلْمَعَارِجِ,"from Allah, Lord of pathways of ˹heavenly˺ ascent,",502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[مِّنَ,ٱللَّهِ,ذِى,ٱلْمَعَارِجِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,4,5379,تَعْرُجُ ٱلْمَلَٰٓئِكَةُ وَٱلرُّوحُ إِلَيْهِ فِى يَوْمٍۢ كَانَ مِقْدَارُهُۥ خَمْسِينَ أَلْفَ سَنَةٍۢ,˹through which˺ the angels and the ˹holy˺ spirit,502,29,7,227,44,6236,Meccan,FALSE,NA,11,"[تَعْرُجُ,ٱلْمَلَٰٓئِكَةُ,وَٱلرُّوحُ,إِلَيْهِ,فِى,يَوْمٍۢ,كَانَ,مِقْدَارُهُۥ,خَمْسِينَ,أَلْفَ,سَنَةٍۢ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,5,5380,فَٱصْبِرْ صَبْرًۭا جَمِيلًا,"So endure ˹this denial, O  Prophet,˺ with beautiful patience.",502,29,7,227,44,6236,Meccan,FALSE,NA,3,"[فَٱصْبِرْ,صَبْرًۭا,جَمِيلًا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,6,5381,إِنَّهُمْ يَرَوْنَهُۥ بَعِيدًۭا,"They truly see this ˹Day˺ as impossible,",502,29,7,227,44,6236,Meccan,FALSE,NA,3,"[إِنَّهُمْ,يَرَوْنَهُۥ,بَعِيدًۭا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,7,5382,وَنَرَىٰهُ قَرِيبًۭا,but We see it as inevitable.,502,29,7,227,44,6236,Meccan,FALSE,NA,2,"[وَنَرَىٰهُ,قَرِيبًۭا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,8,5383,يَوْمَ تَكُونُ ٱلسَّمَآءُ كَٱلْمُهْلِ,On that Day the sky will be like molten brass,502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[يَوْمَ,تَكُونُ,ٱلسَّمَآءُ,كَٱلْمُهْلِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,9,5384,وَتَكُونُ ٱلْجِبَالُ كَٱلْعِهْنِ,and the mountains like ˹tufts of˺ wool.,502,29,7,227,44,6236,Meccan,FALSE,NA,3,"[وَتَكُونُ,ٱلْجِبَالُ,كَٱلْعِهْنِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,10,5385,وَلَا يَسْـَٔلُ حَمِيمٌ حَمِيمًۭا,"And no close friend will ask ˹about˺ their friends,",502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[وَلَا,يَسْـَٔلُ,حَمِيمٌ,حَمِيمًۭا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,11,5386,يُبَصَّرُونَهُمْ ۚ يَوَدُّ ٱلْمُجْرِمُ لَوْ يَفْتَدِى مِنْ عَذَابِ يَوْمِئِذٍۭ بِبَنِيهِ,"˹although˺ they will be made to see each other. The wicked will wish to ransom themselves from the punishment of that Day by their children,",502,29,7,227,44,6236,Meccan,FALSE,NA,10,"[يُبَصَّرُونَهُمْ,ۚ,يَوَدُّ,ٱلْمُجْرِمُ,لَوْ,يَفْتَدِى,مِنْ,عَذَابِ,يَوْمِئِذٍۭ,بِبَنِيهِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,12,5387,وَصَٰحِبَتِهِۦ وَأَخِيهِ,"their spouses, their siblings,",502,29,7,227,44,6236,Meccan,FALSE,NA,2,"[وَصَٰحِبَتِهِۦ,وَأَخِيهِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,13,5388,وَفَصِيلَتِهِ ٱلَّتِى تُـْٔوِيهِ,"their clan that sheltered them,",502,29,7,227,44,6236,Meccan,FALSE,NA,3,"[وَفَصِيلَتِهِ,ٱلَّتِى,تُـْٔوِيهِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,14,5389,وَمَن فِى ٱلْأَرْضِ جَمِيعًۭا ثُمَّ يُنجِيهِ,"and everyone on earth altogether, just to save themselves.",502,29,7,227,44,6236,Meccan,FALSE,NA,6,"[وَمَن,فِى,ٱلْأَرْضِ,جَمِيعًۭا,ثُمَّ,يُنجِيهِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,15,5390,كَلَّآ ۖ إِنَّهَا لَظَىٰ,But no! There will certainly be a raging Flame,502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[كَلَّآ,ۖ,إِنَّهَا,لَظَىٰ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,16,5391,نَزَّاعَةًۭ لِّلشَّوَىٰ,ripping off scalps.,502,29,7,227,44,6236,Meccan,FALSE,NA,2,"[نَزَّاعَةًۭ,لِّلشَّوَىٰ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,17,5392,تَدْعُوا۟ مَنْ أَدْبَرَ وَتَوَلَّىٰ,"It will summon whoever turned their backs ˹on Allah˺ and turned away ˹from the truth˺,",502,29,7,227,44,6236,Meccan,FALSE,NA,4,"[تَدْعُوا۟,مَنْ,أَدْبَرَ,وَتَوَلَّىٰ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,18,5393,وَجَمَعَ فَأَوْعَىٰٓ,and gathered and hoarded ˹wealth˺.,502,29,7,227,44,6236,Meccan,FALSE,NA,2,"[وَجَمَعَ,فَأَوْعَىٰٓ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,19,5394,۞ إِنَّ ٱلْإِنسَٰنَ خُلِقَ هَلُوعًا,"Indeed, humankind was created impatient:",502,29,7,228,44,6236,Meccan,FALSE,NA,5,"[۞,إِنَّ,ٱلْإِنسَٰنَ,خُلِقَ,هَلُوعًا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,20,5395,إِذَا مَسَّهُ ٱلشَّرُّ جَزُوعًۭا,"distressed when touched with evil,",502,29,7,228,44,6236,Meccan,FALSE,NA,4,"[إِذَا,مَسَّهُ,ٱلشَّرُّ,جَزُوعًۭا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,21,5396,وَإِذَا مَسَّهُ ٱلْخَيْرُ مَنُوعًا,and withholding when touched with good—,502,29,7,228,44,6236,Meccan,FALSE,NA,4,"[وَإِذَا,مَسَّهُ,ٱلْخَيْرُ,مَنُوعًا]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,22,5397,إِلَّا ٱلْمُصَلِّينَ,"except those who pray,",502,29,7,228,44,6236,Meccan,FALSE,NA,2,"[إِلَّا,ٱلْمُصَلِّينَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,23,5398,ٱلَّذِينَ هُمْ عَلَىٰ صَلَاتِهِمْ دَآئِمُونَ,consistently performing their prayers;,502,29,7,228,44,6236,Meccan,FALSE,NA,5,"[ٱلَّذِينَ,هُمْ,عَلَىٰ,صَلَاتِهِمْ,دَآئِمُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,24,5399,وَٱلَّذِينَ فِىٓ أَمْوَٰلِهِمْ حَقٌّۭ مَّعْلُومٌۭ,and who give the rightful share of their wealth,502,29,7,228,44,6236,Meccan,FALSE,NA,5,"[وَٱلَّذِينَ,فِىٓ,أَمْوَٰلِهِمْ,حَقٌّۭ,مَّعْلُومٌۭ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,25,5400,لِّلسَّآئِلِ وَٱلْمَحْرُومِ,to the beggar and the poor;,502,29,7,228,44,6236,Meccan,FALSE,NA,2,"[لِّلسَّآئِلِ,وَٱلْمَحْرُومِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,26,5401,وَٱلَّذِينَ يُصَدِّقُونَ بِيَوْمِ ٱلدِّينِ,and who ˹firmly˺ believe in the Day of Judgment;,502,29,7,228,44,6236,Meccan,FALSE,NA,4,"[وَٱلَّذِينَ,يُصَدِّقُونَ,بِيَوْمِ,ٱلدِّينِ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,27,5402,وَٱلَّذِينَ هُم مِّنْ عَذَابِ رَبِّهِم مُّشْفِقُونَ,and those who fear the punishment of their Lord—,502,29,7,228,44,6236,Meccan,FALSE,NA,6,"[وَٱلَّذِينَ,هُم,مِّنْ,عَذَابِ,رَبِّهِم,مُّشْفِقُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,28,5403,إِنَّ عَذَابَ رَبِّهِمْ غَيْرُ مَأْمُونٍۢ,˹knowing that˺ none should feel secure from their Lord’s punishment—,502,29,7,228,44,6236,Meccan,FALSE,NA,5,"[إِنَّ,عَذَابَ,رَبِّهِمْ,غَيْرُ,مَأْمُونٍۢ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,29,5404,وَٱلَّذِينَ هُمْ لِفُرُوجِهِمْ حَٰفِظُونَ,and those who guard their chastity,502,29,7,228,44,6236,Meccan,FALSE,NA,4,"[وَٱلَّذِينَ,هُمْ,لِفُرُوجِهِمْ,حَٰفِظُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,30,5405,إِلَّا عَلَىٰٓ أَزْوَٰجِهِمْ أَوْ مَا مَلَكَتْ أَيْمَٰنُهُمْ فَإِنَّهُمْ غَيْرُ مَلُومِينَ,"except with their wives or those ˹bondwomen˺ in their possession, for then they are free from blame,",502,29,7,228,44,6236,Meccan,FALSE,NA,10,"[إِلَّا,عَلَىٰٓ,أَزْوَٰجِهِمْ,أَوْ,مَا,مَلَكَتْ,أَيْمَٰنُهُمْ,فَإِنَّهُمْ,غَيْرُ,مَلُومِينَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,31,5406,فَمَنِ ٱبْتَغَىٰ وَرَآءَ ذَٰلِكَ فَأُو۟لَٰٓئِكَ هُمُ ٱلْعَادُونَ,but whoever seeks beyond that are the transgressors.,502,29,7,228,44,6236,Meccan,FALSE,NA,7,"[فَمَنِ,ٱبْتَغَىٰ,وَرَآءَ,ذَٰلِكَ,فَأُو۟لَٰٓئِكَ,هُمُ,ٱلْعَادُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,32,5407,وَٱلَّذِينَ هُمْ لِأَمَٰنَٰتِهِمْ وَعَهْدِهِمْ رَٰعُونَ,˹The faithful are˺ also those who are true to their trusts and covenants;,502,29,7,228,44,6236,Meccan,FALSE,NA,5,"[وَٱلَّذِينَ,هُمْ,لِأَمَٰنَٰتِهِمْ,وَعَهْدِهِمْ,رَٰعُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,33,5408,وَٱلَّذِينَ هُم بِشَهَٰدَٰتِهِمْ قَآئِمُونَ,and who are honest in their testimony;,502,29,7,228,44,6236,Meccan,FALSE,NA,4,"[وَٱلَّذِينَ,هُم,بِشَهَٰدَٰتِهِمْ,قَآئِمُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,34,5409,وَٱلَّذِينَ هُمْ عَلَىٰ صَلَاتِهِمْ يُحَافِظُونَ,and who are ˹properly˺ observant of their prayers.,502,29,7,228,44,6236,Meccan,FALSE,NA,5,"[وَٱلَّذِينَ,هُمْ,عَلَىٰ,صَلَاتِهِمْ,يُحَافِظُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,35,5410,أُو۟لَٰٓئِكَ فِى جَنَّٰتٍۢ مُّكْرَمُونَ,"These will be in Gardens, held in honour.",502,29,7,228,44,6236,Meccan,FALSE,NA,4,"[أُو۟لَٰٓئِكَ,فِى,جَنَّٰتٍۢ,مُّكْرَمُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,36,5411,فَمَالِ ٱلَّذِينَ كَفَرُوا۟ قِبَلَكَ مُهْطِعِينَ,"So what is the matter with the disbelievers that they rush ˹head-long˺ towards you ˹O Prophet˺,",503,29,7,228,44,6236,Meccan,FALSE,NA,5,"[فَمَالِ,ٱلَّذِينَ,كَفَرُوا۟,قِبَلَكَ,مُهْطِعِينَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,37,5412,عَنِ ٱلْيَمِينِ وَعَنِ ٱلشِّمَالِ عِزِينَ,"from the right and the left, in groups ˹to mock you˺?",503,29,7,228,44,6236,Meccan,FALSE,NA,5,"[عَنِ,ٱلْيَمِينِ,وَعَنِ,ٱلشِّمَالِ,عِزِينَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,38,5413,أَيَطْمَعُ كُلُّ ٱمْرِئٍۢ مِّنْهُمْ أَن يُدْخَلَ جَنَّةَ نَعِيمٍۢ,Does every one of them expect to be admitted into a Garden of Bliss?,503,29,7,228,44,6236,Meccan,FALSE,NA,8,"[أَيَطْمَعُ,كُلُّ,ٱمْرِئٍۢ,مِّنْهُمْ,أَن,يُدْخَلَ,جَنَّةَ,نَعِيمٍۢ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,39,5414,كَلَّآ ۖ إِنَّا خَلَقْنَٰهُم مِّمَّا يَعْلَمُونَ,"But no! Indeed, they ˹already˺ know what We created them from.",503,29,7,228,44,6236,Meccan,FALSE,NA,6,"[كَلَّآ,ۖ,إِنَّا,خَلَقْنَٰهُم,مِّمَّا,يَعْلَمُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,40,5415,فَلَآ أُقْسِمُ بِرَبِّ ٱلْمَشَٰرِقِ وَٱلْمَغَٰرِبِ إِنَّا لَقَٰدِرُونَ,"So, I do swear by the Lord of ˹all˺ the points of sunrise and sunset that We are truly capable",503,29,7,228,44,6236,Meccan,FALSE,NA,7,"[فَلَآ,أُقْسِمُ,بِرَبِّ,ٱلْمَشَٰرِقِ,وَٱلْمَغَٰرِبِ,إِنَّا,لَقَٰدِرُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,41,5416,عَلَىٰٓ أَن نُّبَدِّلَ خَيْرًۭا مِّنْهُمْ وَمَا نَحْنُ بِمَسْبُوقِينَ,"of replacing them with ˹others˺ better than them, and We cannot be prevented ˹from doing so˺.",503,29,7,228,44,6236,Meccan,FALSE,NA,8,"[عَلَىٰٓ,أَن,نُّبَدِّلَ,خَيْرًۭا,مِّنْهُمْ,وَمَا,نَحْنُ,بِمَسْبُوقِينَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,42,5417,فَذَرْهُمْ يَخُوضُوا۟ وَيَلْعَبُوا۟ حَتَّىٰ يُلَٰقُوا۟ يَوْمَهُمُ ٱلَّذِى يُوعَدُونَ,"So let them indulge ˹in falsehood˺ and amuse ˹themselves˺ until they face their Day, which they have been threatened with—",503,29,7,228,44,6236,Meccan,FALSE,NA,8,"[فَذَرْهُمْ,يَخُوضُوا۟,وَيَلْعَبُوا۟,حَتَّىٰ,يُلَٰقُوا۟,يَوْمَهُمُ,ٱلَّذِى,يُوعَدُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,43,5418,يَوْمَ يَخْرُجُونَ مِنَ ٱلْأَجْدَاثِ سِرَاعًۭا كَأَنَّهُمْ إِلَىٰ نُصُبٍۢ يُوفِضُونَ,"the Day they will come forth from the graves swiftly, as if racing to an idol ˹for a blessing˺,",503,29,7,228,44,6236,Meccan,FALSE,NA,9,"[يَوْمَ,يَخْرُجُونَ,مِنَ,ٱلْأَجْدَاثِ,سِرَاعًۭا,كَأَنَّهُمْ,إِلَىٰ,نُصُبٍۢ,يُوفِضُونَ]"
70,The Ascending Stairways,المعارج,Al-Ma'arij,44,5419,خَٰشِعَةً أَبْصَٰرُهُمْ تَرْهَقُهُمْ ذِلَّةٌۭ ۚ ذَٰلِكَ ٱلْيَوْمُ ٱلَّذِى كَانُوا۟ يُوعَدُونَ,"with eyes downcast, utterly covered with disgrace. That is the Day they have ˹always˺ been warned of.",503,29,7,228,44,6236,Meccan,FALSE,NA,10,"[خَٰشِعَةً,أَبْصَٰرُهُمْ,تَرْهَقُهُمْ,ذِلَّةٌۭ,ۚ,ذَٰلِكَ,ٱلْيَوْمُ,ٱلَّذِى,كَانُوا۟,يُوعَدُونَ]"
71,Noah,نوح,Nuh,1,5420,إِنَّآ أَرْسَلْنَا نُوحًا إِلَىٰ قَوْمِهِۦٓ أَنْ أَنذِرْ قَوْمَكَ مِن قَبْلِ أَن يَأْتِيَهُمْ عَذَابٌ أَلِيمٌۭ,"Indeed, We sent Noah to his people ˹saying to him˺, “Warn your people before a painful punishment comes to them.”",504,29,7,228,28,6236,Meccan,FALSE,NA,14,"[إِنَّآ,أَرْسَلْنَا,نُوحًا,إِلَىٰ,قَوْمِهِۦٓ,أَنْ,أَنذِرْ,قَوْمَكَ,مِن,قَبْلِ,أَن,يَأْتِيَهُمْ,عَذَابٌ,أَلِيمٌۭ]"
71,Noah,نوح,Nuh,2,5421,قَالَ يَٰقَوْمِ إِنِّى لَكُمْ نَذِيرٌۭ مُّبِينٌ,"Noah proclaimed, “O my people! I am truly sent to you with a clear warning:",504,29,7,228,28,6236,Meccan,FALSE,NA,6,"[قَالَ,يَٰقَوْمِ,إِنِّى,لَكُمْ,نَذِيرٌۭ,مُّبِينٌ]"
71,Noah,نوح,Nuh,3,5422,أَنِ ٱعْبُدُوا۟ ٱللَّهَ وَٱتَّقُوهُ وَأَطِيعُونِ,"worship Allah ˹alone˺, fear Him, and obey me.",504,29,7,228,28,6236,Meccan,FALSE,NA,5,"[أَنِ,ٱعْبُدُوا۟,ٱللَّهَ,وَٱتَّقُوهُ,وَأَطِيعُونِ]"
71,Noah,نوح,Nuh,4,5423,يَغْفِرْ لَكُم مِّن ذُنُوبِكُمْ وَيُؤَخِّرْكُمْ إِلَىٰٓ أَجَلٍۢ مُّسَمًّى ۚ إِنَّ أَجَلَ ٱللَّهِ إِذَا جَآءَ لَا يُؤَخَّرُ ۖ لَوْ كُنتُمْ تَعْلَمُونَ,"He will forgive your sins, and delay your end until the appointed time. Indeed, when the time set by Allah comes, it cannot be delayed, if only you knew!”",504,29,7,228,28,6236,Meccan,FALSE,NA,20,"[يَغْفِرْ,لَكُم,مِّن,ذُنُوبِكُمْ,وَيُؤَخِّرْكُمْ,إِلَىٰٓ,أَجَلٍۢ,مُّسَمًّى,ۚ,إِنَّ,أَجَلَ,ٱللَّهِ,إِذَا,جَآءَ,لَا,يُؤَخَّرُ,ۖ,لَوْ,كُنتُمْ,تَعْلَمُونَ]"
