,lemma,buckwalter,frequency,part_of_speech
1857,لَمْح,lamoH,2,Noun
1858,لَيْل,layol,2,Time adverb
1859,مَآئِدَة,maA^}idap,2,Noun
1860,مَأْجُوج,ma>ojuwj,2,Proper noun
1861,مَّٰكِثِين,m~a`kiviyn,2,Noun
1862,مَٰكِرِين,ma`kiriyn,2,Noun
1863,مَالِـُٔون,maAli_#uwn,2,Noun
1864,مُبَارَك,mubaArak,2,Adjective
1865,مُبْتَلِي,mubotaliy,2,Noun
1866,مُّبَيِّنَٰت,m~ubay~ina`t,2,Adjective
1867,مُّبَيِّنَة,m~ubay~inap,2,Adjective
1868,مَتَاب,mataAb,2,Noun
1869,مُّتَّبَعُون,m~ut~abaEuwn,2,Noun
1870,مُتَتَابِعَيْن,mutataAbiEayon,2,Adjective
1871,مُتَصَدِّقِين,mutaSad~iqiyn,2,Noun
1872,مُّتَعَمِّد,m~utaEam~id,2,Noun
1873,مَتِين,matiyn,2,Noun
1874,مَّثَانِى,m~avaAniY,2,Noun
1875,مُّثْقَلُون,m~uvoqaluwn,2,Noun
1876,مَثُوبَة,mavuwbap,2,Noun
1877,مَجْمَع,majomaE,2,Noun
1878,مَّجْمُوع,m~ajomuwE,2,Noun
1879,مُّجِيب,m~ujiyb,2,Noun
1880,مَّحْجُور,m~aHojuwr,2,Noun
1881,مُحْدَث,muHodav,2,Noun
1882,مُّحْصِنِين,m~uHoSiniyn,2,Noun
1883,مُحْى,muHoY,2,Noun
1884,مَّحْيَا,m~aHoyaA,2,Noun
1885,مُحِيطَة,muHiyTap,2,Noun
1886,مُخْتَال,muxotaAl,2,Adjective
1887,مُخَلَّقَة,muxal~aqap,2,Noun
1888,مَخْمَصَة,maxomaSap,2,Noun
1889,مَدّ,mad~,2,Noun
1890,مَدِينِين,madiyniyn,2,Noun
1891,مُرْتَفَق,murotafaq,2,Noun
1892,مَرْجَان,marojaAn,2,Noun
1893,مَرَح,maraH,2,Noun
1894,مَرْحَب,maroHab,2,Noun
1895,مَرْدُود,maroduwd,2,Noun
1896,مِرْصَاد,miroSaAd,2,Noun
1897,مَرْعَىٰ,maroEaY`,2,Noun
1898,مَّرْفُوعَة,m~arofuwEap,2,Adjective
1899,مَّرْقُوم,m~aroquwm,2,Adjective
1900,مَّرِيد,m~ariyd,2,Adjective
1901,مَّزِيد,m~aziyd,2,Noun
1902,مَسّ,mas~,2,Noun
1903,مُسَٰفِحِين,musa`fiHiyn,2,Noun
1904,مُسَبِّحُون,musab~iHuwn,2,Noun
1905,مَسْبُوقِين,masobuwqiyn,2,Noun
1906,مُسْتَعَان,musotaEaAn,2,Noun
1907,مُّسْتَمِرّ,m~usotamir~,2,Noun
1908,مُسْتَمِع,musotamiE,2,Noun
1909,مُسْتَهْزِءُون,musotahozi'uwn,2,Noun
1910,مُسْتَوْدَع,musotawodaE,2,Noun
1911,مُسَحَّرِين,musaH~ariyn,2,Noun
1912,مَسْرُور,masoruwr,2,Noun
1913,مَسْكَنَة,masokanap,2,Noun
1914,مُسْوَدّ,musowad~,2,Noun
1915,مُّسَوَّمَة,m~usaw~amap,2,Noun
1916,مُشْتَرِكُون,mu$otarikuwn,2,Noun
1917,مُّشْرِقِين,m~u$oriqiyn,2,Noun
1918,مُشْرِكَة,mu$orikap,2,Noun
1919,مَّشْكُور,m~a$okuwr,2,Noun
1920,مُصْرِخ,muSorix,2,Noun
1921,مُصَيْطِر,muSayoTir,2,Noun
1922,مُطَلَّقَٰت,muTal~aqa`t,2,Noun
1923,مُطْمَئِنّ,muToma}in~,2,Noun
1924,مُظْلِم,muZolim,2,Noun
1925,مَعَاذ,maEaA*,2,Noun
1926,مَعَارِج,maEaArij,2,Noun
1927,مَعَٰيِش,maEa`yi$,2,Noun
1928,مُعْتَد,muEotad,2,Noun
1929,مَعْصِيَت,maEoSiyat,2,Noun
1930,مَّعْلُوم,m~aEoluwm,2,Adjective
1931,مَّعْلُومَٰت,m~aEoluwma`t,2,Adjective
1932,مَغْلُولَة,magoluwlap,2,Noun
1933,مُّغْنُون,m~ugonuwn,2,Noun
1934,مَفَازَة,mafaAzap,2,Noun
1935,مُفْتَرُون,mufotaruwn,2,Noun
1936,مُّفْتَرًى,m~ufotarFY,2,Noun
1937,مَّفْرُوض,m~aforuwD,2,Adjective
1938,مَقَالِيد,maqaAliyd,2,Noun
1939,مُّقْتَصِد,m~uqotaSid,2,Noun
1940,مُقَدَّس,muqad~as,2,Adjective
1941,مُّقَرَّنِين,m~uqar~aniyn,2,Noun
1942,مَّقْضِيّ,m~aqoDiy~,2,Adjective
1943,مُّقِيم,m~uqiym,2,Adjective
1944,مَّكَان,m~akaAn,2,Location adverb
1945,مِكْيَال,mikoyaAl,2,Noun
1946,مُلَٰقِي,mula`qiy,2,Noun
1947,مُلْتَحَد,mulotaHad,2,Noun
1948,مِلْح,miloH,2,Noun
1949,مَلِك,malik,2,Adjective
1950,مُلِيم,muliym,2,Noun
1951,مَّمْدُود,m~amoduwd,2,Adjective
1952,مُمَزَّق,mumaz~aq,2,Noun
1953,مَنَازِل,manaAzil,2,Noun
1954,مَّنَّاع,m~an~aAE,2,Adjective
1955,مُنَجُّو,munaj~uw,2,Noun
1956,مُنزَل,munzal,2,Noun
1957,مَنشُور,man$uwr,2,Noun
1958,مَنصُور,manSuwr,2,Noun
1959,مُنقَلَب,munqalab,2,Noun
1960,مَهْلِك,maholik,2,Noun
1961,مَوَاخِر,mawaAxir,2,Noun
1962,مَوَٰلِى,mawa`liY,2,Noun
1963,مُؤَذِّن,mu&a*~in,2,Noun
1964,مُوسِع,muwsiE,2,Noun
1965,مُّؤْمِنَة,m~u&ominap,2,Noun
1966,مِيرَٰث,miyra`v,2,Noun
1967,مَيْل,mayol,2,Noun
1968,نَآئِمُون,naA^}imuwn,2,Noun
1969,نَادِي,naAdiy,2,Noun
1970,نَاظِرَة,naAZirap,2,Noun
1971,نَافِلَة,naAfilap,2,Noun
1972,نَجِيّ,najiy~,2,Noun
1973,نَّخْلَة,n~axolap,2,Noun
1974,نِدَآء,nidaA^',2,Noun
1975,نَّدَامَة,n~adaAmap,2,Noun
1976,نَّذْر,n~a*or,2,Noun
1977,نَزْغ,nazog,2,Noun
1978,نَسْف,nasof,2,Noun
1979,نُسُك,nusuk,2,Noun
1980,نَسْل,nasol,2,Noun
1981,نُشُوز,nu$uwz,2,Noun
1982,نَضْرَة,naDorap,2,Noun
1983,نُّعَاس,n~uEaAs,2,Noun
1984,نَّعْمَة,n~aEomap,2,Noun
1985,نَفَقَة,nafaqap,2,Noun
1986,نَقْص,naqoS,2,Noun
1987,نَقْض,naqoD,2,Noun
1988,نَقِير,naqiyr,2,Noun
1989,نَّمْل,n~amol,2,Noun
1990,نُّهَىٰ,n~uhaY`,2,Noun
1991,هَادِي,haAdiy,2,Noun
1992,هَٰذَٰن,ha`*a`n,2,Demonstrative pronoun
1993,هَالِك,haAlik,2,Noun
1994,هَبَآء,habaA^',2,Noun
1995,هَدِيَّة,hadiy~ap,2,Noun
1996,هَشِيم,ha$iym,2,Noun
1997,هَنِيٓـٔ,haniy^_#,2,Adjective
1998,هَنِيٓـٔ,haniy^_#,2,Noun
1999,هَيْهَات,hayohaAt,2,Noun
2000,هَيْـَٔة,hayo_#ap,2,Noun
2001,وَاصِب,waASib,2,Noun
2002,وَاقِعَة,waAqiEap,2,Noun
2003,وَٰلِدَة,wa`lidap,2,Noun
2004,وَثَاق,wavaAq,2,Noun
2005,وُثْقَىٰ,wuvoqaY`,2,Adjective
2006,وَجِيه,wajiyh,2,Noun
2007,وَدْق,wadoq,2,Noun
2008,وِرْد,wirod,2,Noun
2009,وَرَق,waraq,2,Noun
2010,وَزِير,waziyr,2,Noun
2011,وَسِيلَة,wasiylap,2,Noun
2012,وَطَر,waTar,2,Noun
2013,وَلَٰيَت,wala`yat,2,Noun
2014,وَهَّاب,wah~aAb,2,Noun
2015,وَهْن,wahon,2,Noun
2016,وَيْكَأَنّ,wayoka>an~,2,Accusative particle
2017,يَابِسَٰت,yaAbisa`t,2,Adjective
2018,يَأْجُوج,ya>ojuwj,2,Proper noun
2019,يَتِيم,yatiym,2,Adjective
2020,يُسْرَىٰ,yusoraY`,2,Noun
2021,يَقِين,yaqiyn,2,Adjective
2022,يَنبُوع,yanbuwE,2,Noun
2023,ءَازِفَة,'aAzifap,2,Noun
2024,ءَامِن,'aAmin,2,Adjective
2025,ءَانَآء,'aAnaA^',2,Noun
2026,آخِر,A^xir,1,Time adverb
2027,آزَر,A^zar,1,Proper noun
2028,آمِّين,A^m~iyn,1,Noun
2029,أَبّ,>ab~,1,Noun
2030,أَبَابِيل,>abaAbiyl,1,Adjective
2031,أَبَارِيق,>abaAriyq,1,Noun
2032,أَبْتَر,>abotar,1,Noun
2033,ٱتِّخَاذ,{t~ixaA*,1,Noun
2034,أَتْرَاب,>atoraAb,1,Adjective
2035,أَثَٰرَة,>ava`rap,1,Noun
2036,أَثَام,>avaAm,1,Noun
2037,أَثْل,>avol,1,Noun
2038,أَجْدَر,>ajodar,1,Noun
2039,إِجْرَام,<ijoraAm,1,Noun
2040,أَجْل,>ajol,1,Noun
2041,أَجِنَّة,>ajin~ap,1,Noun
2042,أَحَبّ,>aHab~,1,Noun
2043,أَحِبَّٰٓؤ,>aHib~a`^&,1,Noun
2044,أَحْرَص,>aHoraS,1,Noun
2045,أَحْسَن,>aHosan,1,Adjective
2046,أَحْصَىٰ,>aHoSaY`2,1,Noun
2047,أَحْقَاب,>aHoqaAb,1,Time adverb
2048,أَحْقَاف,>aHoqaAf,1,Proper noun
2049,أَحْمَال,>aHomaAl,1,Noun
2050,أَحْمَد,>aHomad,1,Proper noun
2051,أَحْوَىٰ,>aHowaY`,1,Adjective
2052,ٱخْتِلَٰق,{xotila`q,1,Noun
2053,أُخْدُود,>uxoduwd,1,Noun
2054,أَخْزَىٰ,>axozaY`,1,Noun
2055,أَخْضَر,>axoDar,1,Adjective
2056,أَخْفَى,>axofaY,1,Noun
2057,إِدّ,<id~,1,Adjective
2058,أَدَآء,>adaA^',1,Noun
2059,إِدْبَٰر,<idoba`r,1,Noun
2060,أَدْنَىٰ,>adonaY`,1,Adjective
2061,أَدْنَىٰ,>adonaY`,1,Time adverb
2062,أَدْهَىٰ,>adohaY`,1,Adjective
2063,إِذَا,<i*aA,1,Conditional particle
2064,أَذَٰن,>a*a`n,1,Noun
2065,أَرْبَع,>arobaE,1,Time adverb
2066,إِرْبَة,<irobap,1,Noun
2067,أَرْجَآئ,>arojaA^},1,Noun
2068,إِرْصَاد,<iroSaAd,1,Noun
2069,إِرَم,<iram,1,Proper noun
2070,أَزّ,>az~,1,Noun
2071,أَزْر,>azor,1,Noun
2072,ٱسْتِبْدَال,{sotibodaAl,1,Noun
2073,ٱسْتِحْيَآء,{sotiHoyaA^',1,Noun
2074,ٱسْتِعْجَال,{sotiEojaAl,1,Noun
2075,ٱسْتِغْفَار,{sotigofaAr,1,Noun
2076,أَسْر,>asor,1,Noun
2077,أَسْفَل,>asofal,1,Adjective
2078,أَسْوَد,>asowad,1,Adjective
2079,أَشْرَاط,>a$oraAT,1,Noun
2080,إِشْرَاق,<i$oraAq,1,Noun
2081,أَشَقّ,>a$aq~,1,Adjective
2082,إِصْبَاح,<iSobaAH,1,Noun
2083,أَصْوَاف,>aSowaAf,1,Noun
2084,أَطْغَىٰ,>aTogaY`,1,Noun
2085,أَطْوَار,>aTowaAr,1,Noun
2086,أَعْجَمِىّ,>aEojamiY~,1,Adjective
2087,أَعْجَمِين,>aEojamiyn,1,Noun
2088,إِعْصَار,<iEoSaAr,1,Noun
2089,أَعْظَم,>aEoZam,1,Adjective
2090,أَفْصَح,>afoSaH,1,Noun
2091,أَفْنَان,>afonaAn,1,Noun
2092,إِقَامَت,<iqaAmat,1,Noun
2093,أَقَاوِيل,>aqaAwiyl,1,Noun
2094,أَقْدَمُون,>aqodamuwn,1,Noun
2095,أَقْصَا,>aqoSaA,1,Adjective
2096,أَقْفَال,>aqofaAl,1,Noun
2097,أَقْنَىٰ,>aqonaY`,1,Noun
2098,أَقْوَٰت,>aqowa`t,1,Noun
2099,أَكَّٰلُون,>ak~a`luwn,1,Noun
2100,أَكْرَم,>akoram,1,Noun
2101,أَكْرَم,>akoram,1,Adjective
2102,أَكْنَٰن,>akona`n,1,Noun
2103,إِلْحَاد,<iloHaAd,1,Noun
2104,إِلْحَاف,<iloHaAf,1,Noun
2105,أَلَدّ,>alad~,1,Noun
2106,ٱلْعُزَّىٰ,{loEuz~aY`,1,Proper noun
2107,أَلْفَاف,>alofaAf,1,Adjective
2108,أَلْقَٰب,>aloqa`b,1,Noun
2109,ٱللَّٰت,{ll~a`t,1,Proper noun
2110,إِلَّم,<il~am,1,Conditional particle
2111,إِمَّا,<im~aA,1,Conditional particle
2112,أَمَّارَة,>am~aArap,1,Noun
2113,أَمَام,>amaAm,1,Time adverb
2114,أَمْت,>amot,1,Noun
2115,أَمْثَل,>amoval,1,Noun
2116,إِمْر,<imor,1,Adjective
2117,أَمَرّ,>amar~,1,Noun
2118,ٱمْرَأ,{mora>,1,Noun
2119,ٱمْرُؤٌا,{moru&NA,1,Noun
2120,إِمْسَاك,<imosaAk,1,Noun
2121,أَمْشَاج,>amo$aAj,1,Adjective
2122,أَمْعَآء,>amoEaA^',1,Noun
2123,أَنَام,>anaAm,1,Noun
2124,أَنَامِل,>anaAmil,1,Noun
2125,ٱنبِعَاث,{nbiEaAv,1,Noun
2126,إِنسِيّ,<insiy~,1,Noun
2127,إِنشَآء,<in$aA^',1,Noun
2128,إِنفَاق,<infaAq,1,Noun
2129,ٱنفِصَام,{nfiSaAm,1,Noun
2130,أَنكَٰث,>anka`v,1,Noun
2131,أَنكَال,>ankaAl,1,Noun
2132,أَنكَر,>ankar,1,Noun
2133,إِنَىٰ,<inaY`,1,Noun
2134,أَنَّىٰ,>an~aY`,1,Noun
2135,أَهِلَّة,>ahil~ap,1,Noun
2136,أَهْوَن,>ahowan,1,Noun
2137,أَوَّاب,>aw~aAb,1,Adjective
2138,أَوْبَار,>awobaAr,1,Noun
2139,أَوْفَىٰ,>awofaY`2,1,Noun
2140,أَوْفَىٰ,>awofaY`2,1,Adjective
2141,أَوْلَيَٰن,>awolaya`n,1,Noun
2142,أَوْهَن,>awohan,1,Noun
2143,أَىّ,>aY~,1,Conditional particle
2144,إِى,<iY,1,Answer particle
2145,إِيَاب,<iyaAb,1,Noun
2146,أَيَٰمَىٰ,>aya`maY`,1,Noun
2147,أَيَّان,>ay~aAn,1,Time adverb
2148,أَيْقَاظ,>ayoqaAZ,1,Noun
2149,إِين,<iyn,1,Conditional particle
2150,بَآئِس,baA^}is,1,Noun
2151,بَابِل,baAbil,1,Proper noun
2152,بَاد,baAd,1,Noun
2153,بَادُون,baAduwn,1,Noun
2154,بَادِى,baAdiY,1,Noun
2155,بَٰرِزُون,ba`rizuwn,1,Noun
2156,بَارِزَة,baArizap,1,Noun
2157,بَارِئ,baAri},1,Adjective
2158,بَازِغ,baAzig,1,Noun
2159,بَازِغَة,baAzigap,1,Noun
2160,بَاسِرَة,baAsirap,1,Noun
2161,بَاسِقَٰت,baAsiqa`t,1,Noun
2162,بَاطِنَة,baATinap,1,Noun
2163,بَاق,baAq,1,Noun
2164,بَٰلِغَة,ba`ligap,1,Noun
2165,بَثّ,bav~,1,Noun
2166,بَحِيرَة,baHiyrap,1,Noun
2167,بَخْس,baxos,1,Adjective
2168,بَخْس,baxos,1,Noun
2169,بِدَار,bidaAr,1,Noun
2170,بَدْر,bador,1,Proper noun
2171,بِدْع,bidoE,1,Noun
2172,بَدَل,badal,1,Adjective
2173,بُدْن,budon,1,Noun
2174,بَدَن,badan,1,Noun
2175,بَدْو,badow,1,Noun
2176,بَرّ,bar~,1,Adjective
2177,بَرَآء,baraA^',1,Noun
2178,بَرَد,barad,1,Noun
2179,بَرِىٓء,bariY^',1,Adjective
2180,بَسّ,bas~,1,Noun
2181,بِسَاط,bisaAT,1,Noun
2182,بَسْط,basoT,1,Noun
2183,بَصَل,baSal,1,Noun
2184,بَطَر,baTar,1,Noun
2185,بَعْل,baEol2,1,Proper noun
2186,بَعُوضَة,baEuwDap,1,Noun
2187,بِغَآء,bigaA^',1,Noun
2188,بِغَال,bigaAl,1,Noun
2189,بُقْعَة,buqoEap,1,Noun
2190,بَقْل,baqol,1,Noun
2191,بِكْر,bikor,1,Noun
2192,بُكْرَة,bukorap,1,Noun
2193,بُكِيّ,bukiy~,1,Noun
2194,بَكَّة,bak~ap,1,Proper noun
2195,بَل,bal,1,Coordinating conjunction
2196,بَلِيغ,baliyg,1,Adjective
2197,بَنَّآء,ban~aA^',1,Noun
2198,بَهْجَة,bahojap,1,Noun
2199,بَوَار,bawaAr,1,Noun
2200,بَيَٰت,baya`t,1,Time adverb
2201,بِئْر,bi}or,1,Noun
2202,بَيْض,bayoD,1,Noun
2203,بِيَع,biyaE,1,Noun
2204,بَيِّن,bay~in,1,Adjective
2205,بَـِٔيس,ba_#iys,1,Adjective
2206,تَٰٓئِبَٰت,ta`^}iba`t,1,Adjective
2207,تَّٰٓئِبُون,t~a`^}ibuwn,1,Noun
2208,تَّٰلِيَٰت,t~a`liya`t,1,Noun
2209,تَبَاب,tabaAb,1,Noun
2210,تَبَار,tabaAr,1,Noun
2211,تَبْتِيل,tabotiyl,1,Noun
2212,تَبْذِير,tabo*iyr,1,Noun
2213,تَبَرُّج,tabar~uj,1,Noun
2214,تَبْصِرَة,taboSirap,1,Noun
2215,تِبْيَٰن,tiboya`n,1,Noun
2216,تَبِيع,tabiyE,1,Noun
2217,تَتْبِيب,tatobiyb,1,Noun
2218,تَتْرَا,tatoraA,1,Noun
2219,تَثْرِيب,tavoriyb,1,Noun
2220,تَحَاوُر,taHaAwur,1,Noun
2221,تَحَصُّن,taHaS~un,1,Noun
2222,تَحِلَّة,taHil~ap,1,Noun
2223,تَخَاصُم,taxaASum,1,Noun
2224,تَخْسِير,taxosiyr,1,Noun
2225,تَخْفِيف,taxofiyf,1,Noun
2226,تَخَوُّف,taxaw~uf,1,Noun
2227,تَخْوِيف,taxowiyf,1,Noun
2228,تَذْكِير,ta*okiyr,1,Noun
2229,تَذْلِيل,ta*oliyl,1,Noun
2230,تَّرَآئِب,t~araA^}ib,1,Noun
2231,تُّرَاث,t~uraAv,1,Noun
2232,تَّرَاقِى,t~araAqiY,1,Noun
2233,تَرَبُّص,tarab~uS,1,Noun
2234,تَسْرِيح,tasoriyH,1,Noun
2235,تَسْمِيَة,tasomiyap,1,Noun
2236,تَسْنِيم,tasoniym,1,Noun
2237,تَشَاوُر,ta$aAwur,1,Noun
2238,تَصْدِيَة,taSodiyap,1,Noun
2239,تَصْلِيَة,taSoliyap,1,Noun
2240,تَضْلِيل,taDoliyl,1,Noun
2241,تَطْهِير,taTohiyr,1,Noun
2242,تَعْس,taEos,1,Noun
2243,تَّعَفُّف,t~aEaf~uf,1,Noun
2244,تَّغَابُن,t~agaAbun,1,Noun
2245,تَغَيُّظ,tagay~uZ,1,Noun
2246,تَفَاخُر,tafaAxur,1,Noun
2247,تَفَٰوُت,tafa`wut,1,Noun
2248,تَفَث,tafav,1,Noun
2249,تَفْرِيق,taforiyq,1,Noun
2250,تَفْسِير,tafosiyr,1,Noun
2251,تَقْتِيل,taqotiyl,1,Noun
2252,تَقْوِيم,taqowiym,1,Noun
2253,تُقَىٰة,tuqaY`p,1,Noun
2254,تَكْبِير,takobiyr,1,Noun
2255,تَكْذِيب,tako*iyb,1,Noun
2256,تَكْلِيم,takoliym,1,Noun
2257,تَّلَاق,t~alaAq,1,Noun
2258,تِلَاوَت,tilaAwat,1,Noun
2259,تِلْقَآء,tiloqaA^',1,Location adverb
2260,تَمَام,tamaAm,1,Noun
2261,تَمْهِيد,tamohiyd,1,Noun
2262,تَّنَاد,t~anaAd,1,Noun
2263,تَّنَاوُش,t~anaAwu$,1,Noun
2264,تَنكِيل,tankiyl,1,Noun
2265,تَّهْلُكَة,t~aholukap,1,Noun
2266,تَوَّاب,taw~aAb,1,Adjective
2267,تَّوْب,t~awob,1,Noun
2268,تَوْصِيَة,tawoSiyap,1,Noun
2269,تَوْكِيد,tawokiyd,1,Noun
2270,تِّين,t~iyn,1,Noun
2271,ثَاقِب,vaAqib,1,Noun
2272,ثَاقِب,vaAqib,1,Adjective
2273,ثَّالِثَة,v~aAlivap,1,Noun
2274,ثَامِن,vaAmin,1,Noun
2275,ثَاوِي,vaAwiy,1,Noun
2276,ثُبَات,vubaAt,1,Noun
2277,ثُبُوت,vubuwt,1,Noun
2278,ثَجَّاج,vaj~aAj,1,Adjective
2279,ثَّرَىٰ,v~araY`,1,Noun
2280,ثَقِيل,vaqiyl,1,Noun
2281,ثَلَٰث,vala`v,1,Time adverb
2282,ثَلَٰثَة,vala`vap,1,Time adverb
2283,ثُّلُث,v~uluv,1,Time adverb
2284,ثَمَٰنِى,vama`niY,1,Noun
2285,ثَمَٰنِين,vama`niyn,1,Noun
2286,ثَمَٰنِيَة,vama`niyap,1,Time adverb
2287,ثَمَرَة,vamarap,1,Noun
2288,ثُّمُن,v~umun,1,Noun
2289,ثَيِّبَٰت,vay~iba`t,1,Adjective
2290,جَآئِر,jaA^}ir,1,Noun
2291,جَاثِيَة,jaAviyap,1,Noun
2292,جَٰرِيَٰت,ja`riya`t,1,Noun
2293,جَارِيَة,jaAriyap,1,Noun
2294,جَارِيَة,jaAriyap,1,Adjective
2295,جَاز,jaAz,1,Noun
2296,جَامِدَة,jaAmidap,1,Noun
2297,جَانِب,jaAnib,1,Location adverb
2298,جَٰهِلِيَّة,ja`hiliy~ap,1,Noun
2299,جِبَاه,jibaAh,1,Noun
2300,جِبْت,jibot,1,Noun
2301,جَبِين,jabiyn,1,Noun
2302,جَدّ,jad~,1,Noun
2303,جُدَد,judad,1,Noun
2304,جُدُر,judur,1,Noun
2305,جُذَٰذ,ju*a`*,1,Noun
2306,جَذْوَة,ja*owap,1,Noun
2307,جُرُف,juruf,1,Noun
2308,جُرُوح,juruwH,1,Noun
2309,جَزُوع,jazuwE,1,Noun
2310,جِزْيَة,jizoyap,1,Noun
2311,جَسَد,jasad,1,Adjective
2312,جُفَآء,jufaA^',1,Noun
2313,جِفَان,jifaAn,1,Noun
2314,جَلَآء,jalaA^',1,Noun
2315,جَلَٰبِيب,jala`biyb,1,Noun
2316,جَمّ,jam~,1,Adjective
2317,جَمَال,jamaAl,1,Noun
2318,جِمَٰلَت,jima`lat,1,Noun
2319,جُمُعَة,jumuEap,1,Proper noun
2320,جَمَل,jamal,1,Noun
2321,جُمْلَة,jumolap,1,Noun
2322,جُنُب,junub,1,Adjective
2323,جَنَف,janaf,1,Noun
2324,جَنِيّ,janiy~,1,Adjective
2325,جَنَى,janaY,1,Noun
2326,جِهَار,jihaAr,1,Noun
2327,جُهْد,juhod,1,Noun
2328,جَهُول,jahuwl,1,Adjective
2329,جَوّ,jaw~,1,Noun
2330,جَوَاب,jawaAb2,1,Noun
2331,جَوَار,jawaAr,1,Noun
2332,جَوَارِح,jawaAriH,1,Noun
2333,جُودِىّ,juwdiY~,1,Proper noun
2334,جَوْف,jawof,1,Noun
2335,جِيَاد,jiyaAd,1,Adjective
2336,جِيد,jiyd,1,Noun
2337,حَآجّ,HaA^j~,1,Noun
2338,حَآفِّين,HaA^f~iyn,1,Noun
2339,حَاجِز,HaAjiz,1,Noun
2340,حَٰجِزِين,Ha`jiziyn,1,Adjective
2341,حَٰذِرُون,Ha`*iruwn,1,Noun
2342,حَاسِد,HaAsid,1,Noun
2343,حَاضِر,HaADir,1,Noun
2344,حَاضِرِى,HaADiriY,1,Noun
2345,حَاضِرَة,HaADirap,1,Adjective
2346,حَاضِرَة,HaADirap,1,Noun
2347,حَافِرَة,HaAfirap,1,Noun
2348,حَام,HaAm,1,Noun
2349,حَٰمِدُون,Ha`miduwn,1,Noun
2350,حَٰمِلَٰت,Ha`mila`t,1,Noun
2351,حَٰمِلِين,Ha`miliyn,1,Noun
2352,حُبُك,Hubuk,1,Noun
2353,حَتْم,Hatom,1,Noun
2354,حَثِيث,Haviyv,1,Noun
2355,حِجّ,Hij~,1,Noun
2356,حِجَج,Hijaj,1,Noun
2357,حِجْر,Hijor,1,Adjective
2358,حُجُرَٰت,Hujura`t,1,Noun
2359,حُجُور,Hujuwr,1,Noun
2360,حِدَاد,HidaAd,1,Noun
2361,حَدَب,Hadab,1,Noun
2362,حَرَج,Haraj,1,Adjective
2363,حَرْد,Harod,1,Noun
2364,حَرَس,Haras,1,Noun
2365,حَرَض,HaraD,1,Noun
2366,حَرْف,Harof,1,Noun
2367,حَرُور,Haruwr,1,Noun
2368,حَرِيص,HariyS,1,Noun
2369,حِسَاب,HisaAb,1,Adjective
2370,حَسَد,Hasad,1,Noun
2371,حَسْرَت,Hasorat,1,Noun
2372,حَسْرَتَىٰ,HasorataY`,1,Noun
2373,حَسَن,Hasan,1,Noun
2374,حُسْنَيَيْن,Husonayayon,1,Adjective
2375,حُسُوم,Husuwm,1,Adjective
2376,حَسِيب,Hasiyb,1,Adjective
2377,حَسِير,Hasiyr,1,Noun
2378,حَسِيس,Hasiys,1,Noun
2379,حَصَاد,HaSaAd,1,Noun
2380,حَصَب,HaSab,1,Noun
2381,حَصُور,HaSuwr,1,Noun
2382,حُصُون,HuSuwn,1,Noun
2383,حَصِير,HaSiyr,1,Noun
2384,حَفَدَة,Hafadap,1,Noun
2385,حُفْرَة,Huforap,1,Noun
2386,حُقُب,Huqub,1,Noun
2387,حَقِيق,Haqiyq,1,Noun
2388,حُكَّام,Huk~aAm,1,Noun
2389,حَلَٰٓئِل,Hala`^}il,1,Noun
2390,حَلَّاف,Hal~aAf,1,Noun
2391,حُلْقُوم,Huloquwm,1,Noun
2392,حُلِيّ,Huliy~,1,Noun
2393,حَمَّالَة,Ham~aAlap,1,Noun
2394,حُمْر,Humor,1,Noun
2395,حَمُولَة,Hamuwlap,1,Noun
2396,حَمِيد,Hamiyd,1,Noun
2397,حَمِئَة,Hami}ap,1,Adjective
2398,حَنَان,HanaAn,1,Noun
2399,حِنث,Hinv,1,Noun
2400,حَنِيذ,Haniy*,1,Adjective
2401,حُنَيْن,Hunayon,1,Proper noun
2402,حَوَايَآ,HawaAyaA^,1,Noun
2403,حُوب,Huwb,1,Noun
2404,حَوْل,Hawol,1,Time adverb
2405,حِوَل,Hiwal,1,Noun
2406,حَيّ,Hay~,1,Adjective
2407,حَيْرَان,HayoraAn,1,Noun
2408,حِيلَة,Hiylap,1,Noun
2409,حَيَوَان,HayawaAn,1,Noun
2410,حَيَّة,Hay~ap,1,Noun
2411,خَآصَّة,xaA^S~ap,1,Noun
2412,خَآئِبِين,xaA^}ibiyn,1,Noun
2413,خَآئِضِين,xaA^}iDiyn,1,Noun
2414,خَاتَم,xaAtam,1,Noun
2415,خَٰدِع,xa`diE,1,Noun
2416,خَٰزِنِين,xa`ziniyn,1,Noun
2417,خَاسِرَة,xaAsirap,1,Adjective
2418,خَاسِئ,xaAsi},1,Noun
2419,خَٰضِعِين,xa`DiEiyn,1,Noun
2420,خَاطِئَة,xaATi}ap,1,Noun
2421,خَاطِئَة,xaATi}ap,1,Adjective
2422,خَافِضَة,xaAfiDap,1,Noun
2423,خَافِيَة,xaAfiyap,1,Noun
2424,خَٰلِفِين,xa`lifiyn,1,Noun
2425,خَٰلِق,xa`liq,1,Adjective
2426,خَالِيَة,xaAliyap,1,Adjective
2427,خَاوِيَة,xaAwiyap,1,Adjective
2428,خُبْز,xuboz,1,Noun
2429,خَبْء,xabo',1,Noun
2430,خَتَّار,xat~aAr,1,Adjective
2431,خِتَٰم,xita`m,1,Noun
2432,خَدّ,xad~,1,Noun
