surah_no,ref_ayah_no_surah,translator,kind,text
11,150,asad,footnote,"* v.10 : This combination of two words is necessary to bring out the full meaning of the noun na‘mā’ which occurs in this form in the Qur’ān only once. For my rendering of la’in as “thus it is: if...,” etc., see note 11 above."
11,151,asad,footnote,"* Lit., “he is exultant beyond all measure, excessively self-glorifying” – i.e., he usually attributes the turn of fortune to his own good qualities and his supposed “good luck.”"
11,152,asad,footnote,"* v.12 : Lit., “because thy bosom is constricted [for fear] lest they say.” According to all available authorities, the expression la‘alla (lit., “it may well be that”) at the beginning of the above sentence denotes a wrong expectation on the part of the opponents of Muhammad’s message; it is, therefore, best rendered in the form of a query which implies its own denial – thus: “Is it conceivable that...,” etc. As regards the expectation that the Prophet might omit a part of what was being revealed to him, it has been reported by ‘Abd Allāh ibn ‘Abbās and other Companions (see Rāzī’s commentary on this verse) that the pagan Quraysh demanded of the Prophet, “Bring us a revelation (kitāb) which does not contain a defamation of our deities, so that we could follow thee and believe in thee.”"
11,153,asad,footnote,"* Explaining this verse, Ibn ‘Abbās mentions that some of the pagan chieftains of Mecca said “O Muhammad, cause the mountains of Mecca to be turned into gold, if thou art truly an apostle of God,” while others exclaimed derisively, “Bring before us angels who would bear witness to thy being a prophet!” – whereupon the above verse was revealed (Rāzī). Cf. 6:8 and 17:90-93."
11,154,asad,footnote,"* Sc., “and so it is He who will cause the truth to prevail.” Regarding the Prophet’s denial of any ability on his part to perform miracles. see 6:50 and the corresponding note 38."
11,155,asad,footnote,"* v.13 : For my rendering of the particle am at the beginning of this sentence as “and,” see sūrah 10, note 61."
11,156,asad,footnote,"* I.e., that a divine writ like the Qur’ān could have been “invented” by a human being. Cf. 2:23, 10:37-38, and 17:88, as well as the corresponding notes."
11,157,asad,footnote,"* v.14 : Lit., “if they [i.e., your poets and wise men] do not respond to your call.” Cf. 2:24, where a similar challenge is followed by the words, “And if you cannot do it – and most certainly you cannot do it – then...,” etc."
11,158,asad,footnote,"* Lit., “only by God’s knowledge.”"
11,159,asad,footnote,"* v.16 : I.e., although their good deeds will be taken fully into account on Judgment Day, they will be outweighed by their refusal to believe in resurrection and the life to come."
11,160,asad,footnote,"* v.17 : This interpolation is based on the interpretation given by Baghawī, Zamakhsharī, and Rāzī."
11,161,asad,footnote,"* Lit., “which a witness from Him recites,” or “announces.” According to Zamakhsharī, Rāzī, and other classical commentators, this phrase refers to the Qur’ān; hence my rendering of shāhid as “testimony.” If, as some commentators believe, this term refers to the Prophet or, alternatively, to the Angel Gabriel who transmitted the revelation to him, shāhid should be translated as “witness.” Whichever interpretation one adopts, the meaning remains the same, for – as Ibn Kathīr points out in his commentary on this verse – “the Qur’ān was revealed through Gabriel to Muhammad, and was conveyed by the latter to the world.”"
11,162,asad,footnote,"* Sc., “and shall, therefore, attain to happiness in the hereafter.” The ījāz (elliptic mode of expression) employed in this passage is comparable in its subtlety to that in 10:103."
11,163,asad,footnote,"* I.e., in hostile, a-priori opposition to the message of the Qur’ān, without really understanding its purport. The “historical” identification, by some of the commentators, of the ahzāb with the pagan Arabs who leagued together in their hostility to the Prophet is definitely too narrow in this context."
11,164,asad,footnote,* Rāzī suggests that the conjunction fa (“And so”) preceding this sentence (which is obviously addressed to man in general) connects with verses 12-14 above: a suggestion which is most convincing in view of the sequence.
11,165,asad,footnote,"* Lit., “but” or “nevertheless.”"
11,166,asad,footnote,* v.18 : This is a refutation of the contention of the unbelievers that the Qur’ān was composed by Muhammad himself (cf. verse 13 above as well as 10:17) and thereupon blasphemously attributed to God.
11,167,asad,footnote,"* Lit., “the witnesses.” Most of the earliest authorities take this to mean the recording angels, while others (e.g., Ibn ‘Abbās, as quoted by Baghawī) relate it to the prophets, who, on the Day of Judgment, will be called upon to testify for or against the people to whom they were sent. The latter interpretation is supported by Ad-Iahhāk (quoted by Tabarī and Baghawī) on the basis of 16:84, where witnesses “out of every community” are mentioned – an expression which can obviously refer only to human beings."
11,168,asad,footnote,* Or: “against their Sustainer.”
11,169,asad,footnote,"* The term la‘nah – which is usually, but inexactly, translated as “curse” – is in its primary meaning synonymous with ib‘ād (“alienation,” “estrangement,” or “banishment”) in the moral sense; hence it denotes “rejection from all that is good” (Lisān al-‘Arab) and, with reference to God, the sinner’s “exclusion from His grace” (Manār II, 50)."
11,170,asad,footnote,"* v.19 : Cf. 7:44-45, with which the above passage is almost identical, with only one difference: whereas in 7:45 the pronoun “they” occurs only once (and the phrase is, consequently, rendered as “and who refuse...,” etc.), in the present verse this pronoun is repeated, to express both stress and causality (“since it is they, they who refuse...,” etc.) – thus implying that their refusal to believe in a life after death is the ultimate cause of their wrongdoing. In other words, belief in resurrection, God’s judgment, and life in the hereafter is here postulated as the only valid and lasting source of human morality."
11,171,asad,footnote,"* v.20 : The above interpolation is, I believe, necessary in view of the highly elliptic character of this phrase. According to Tabarī, Zamakhsharī, and Ibn Kathīr. the meaning is that whereas God’s punishment may befall the sinners referred to during their life on earth, it will certainly befall them in the hereafter. Cf. also 3:185 – “only on the Day of Resurrection will you be requited in full for whatever you have done.”"
11,172,asad,footnote,"* For an explanation of the “double suffering, see sūrah 7, note 29."
11,173,asad,footnote,"* Lit., “they were unable to hear and they did not see”: cf. 2:7 and the corresponding note 7, as well as 7:179."
11,174,asad,footnote,"* v.21 : Lit., “all that they were wont to invent”: a phrase which implies not merely false imaginings regarding the existence of any real “power” apart from God (i.e., the existence of supposedly divine or semi-divine beings) but also deceptive ideas and “glittering half-truths meant to delude the mind” (see 6:112 and the corresponding note) – such as “luck,” wealth, personal power, nationalism, deterministic materialism, etc. – all of which cause men to lose sight of spiritual values and thus to “squander their own selves.”"
11,175,asad,footnote,"* v.24 : Lit., “two groups” – i.e., the believers and those who reject the divine writ."
11,176,asad,footnote,"* For my rendering, in this context, of mathal (lit., “likeness”) as “nature,” see the first part of note 47 on 3:59."
11,177,asad,footnote,"* v.25 : The conjunction “and” at the beginning of this sentence apparently connects with the opening verses of this sūrah, and stresses the fact that the fundamental message of the Qur’ān is the same as that conveyed to man by the earlier prophets (Manār XII, 59 f.); hence my interpolation. See also sūrah 7, note 45."
11,178,asad,footnote,"* As in 7:59, this may refer either to the imminent deluge or the Day of Judgment."
11,179,asad,footnote,"* v.27 : As is evidenced by the histories of all the prophets – and particularly that of Jesus and, after him, of Muhammad – most of their early followers belonged to the lowest classes of society – the slaves, the poor, and the oppressed – to whom the divine message gave the promise of an equitable social order on earth and the hope of happiness in the hereafter: and it is precisely this revolutionary character of every prophet’s mission that has always made it so distasteful to the upholders of the established order and the privileged classes of the society concerned."
11,180,asad,footnote,"* Lit., “We do not see in you any superiority [or “merit”] over us.”"
11,181,asad,footnote,"* v.28 : A reference to the cardinal Qur’anic doctrine that “there shall be no coercion in matters of faith” (2:256), as well as to the oft-repeated statement that a prophet is no more than “a warner and a bearer of glad tidings,” implying that his duty consists only in delivering the message entrusted to him. The plural “we” in this sentence relates to Noah and his followers."
11,182,asad,footnote,"* v.29 : This is an allusion to the contemptuous statement of the unbelievers (in verse 27 above) that the followers of Noah were to be found only among the lowest classes of their society – thus indirectly implying that they might perhaps lend ear to Noah if he would but rid himself of those people (cf. 26:111). The Prophet Muhammad had, during the early years of his mission, a similar experience with the leaders of the pagan Quraysh; several Traditions to this effect are quoted by Ibn Kathīr in his commentary on 6:52."
11,183,asad,footnote,* v.31 : See 6:50 and 7:188.
11,184,asad,footnote,"* I.e., the poor and “abject” followers of Noah spoken of in verse 27 (see also note 47 above)."
11,185,asad,footnote,"* Lit., “all that is within themselves.”"
11,186,asad,footnote,"* v.32 : Sc., “without convincing us” (as is brought out fully in 71:5-6). The mounting annoyance with Noah on the part of his unbelieving compatriots has already been alluded to in his saying, “If my presence [among you] and my announcement of God’s messages are repugnant to you...,” etc. (see 10:71)."
11,187,asad,footnote,* See the end of verse 26 above.
11,188,asad,footnote,"* v.34 : According to some commentators, the expression an yughwiyakum – which literally means “that He shall cause you to err” – is to be understood as “that He shall punish you for your sins” (Al-Hasan al-Basrī, as quoted by Rāzī), or “that He shall destroy you” (Tabarī), or “that He shall deprive you of all good” (Al-Jubbā‘ī, as quoted by Rāzī); this last interpretation is similar to the one adopted in my rendering of aghwaytanī (“Thou hast thwarted me”) in 7:16 and explained in the corresponding note 11. However, in the present context I prefer the rendering “if it be God’s will that you shall remain lost in grievous error,” inasmuch as it is in conformity with the Qur’anic doctrine of “God’s way” with regard to those who persistently refuse to acknowledge the truth (see sūrah 2, note 7). This interpretation is, moreover, supported by Zamakhsharī in his commentary on the above verse: “When God, knowing the persistence [in sinning] on the part of one who denies the truth (al-kāfir), leaves him in this condition and does not compel him [to repent], this [act of God] is described [in the Qur’ān] as ‘causing [one] to err’ (ighwā’) and ‘causing [one] to go astray’ (idlāl); similarly, when He, knowing that a person will repent, protects him and is kind to him, this [act of God] is described as ‘showing the right direction’ (irshād) or ‘[offering] guidance’ (hidāyah).” (See also sūrah 14, note 4.)"
11,189,asad,footnote,"* v.35 : Some of the classical commentators assume that this verse forms part of the story of Noah and his people. This, however, is improbable in view of the sudden change from the past tense employed in the preceding and subsequent verses (“he said,” they said”) to the present tense (“do they say”). The only plausible explanation is that given by Tabarī and Ibn Kathīr (and mentioned also by Baghawī on the authority of Muqātil): namely, that the whole of verse 35 is a parenthetic passage addressed to the Prophet Muhammad, relating in the first instance to the story of Noah as narrated in the Qur’ān and, by implication, to the Qur’ān as such – in other words, a reiteration of the argument mentioned in verse 13 of this sūrah and in other places as well. This eminently convincing interpretation has also been adopted by Rashīd Ridā’ (Manār XII, 71)."
11,190,asad,footnote,"* Or: “I have nothing to do with the sin of which you are guilty” – i.e., the sin of giving the lie to God’s messages (cf. 10:41) or of inventing lies about God."
11,191,asad,footnote,"* v.37 : I.e., “under Our protection.”"
11,192,asad,footnote,"* This interpolation is necessitated by the definite article preceding the noun fulk (lit., “ship,” but rendered by me as “ark” owing to its familiar connotation in European languages)."
11,193,asad,footnote,"* v.38 : Since it is obviously impossible to attribute to a prophet the levity of scoffing (Baghawī), the meaning of the above phrase seems to be this: “If you consider us ignorant because of what we believe and are doing, we consider you ignorant because of your refusal to acknowledge the truth and your readiness to expose yourselves to God’s punishment” (Zamakhsharī and, in a shorter form, Baghawī). Hence my interpolation of the words “and your ignorance.”"
11,194,asad,footnote,"* v.40 : Lit., “the face of the earth boiled over” (fāra ’t-tannūr). This phrase has been subject to several conflicting interpretations, some of which are based on no more than Talmudic legends (Manār XII, 75 f.). The most convincing explanation is that given – among others – by Tabarī, Baghawī, and Ibn Kathīr on the authority of Ibn ‘Abbās and ‘Ikrimah: “At-tannūr [lit., “oven”] denotes the face of the earth.” Rāzī, too, mentions that “the Arabs call the face of the earth tannūr,” while the Qāmūs gives as one of the meanings of tannūr “any place from which water gushes forth.” The verb fāra – which literally means “it boiled over” – describes the raging torrents of water which “turned the earth into springs” (Ibn Kathīr; see also 54:12). This “gushing forth of water over the face of the earth” seems to point to the inundation of the huge valley now covered by the Mediterranean Sea (see sūrah 7, note 47) – an inundation which, augmented by continuous, torrential rains (cf. 54:11), rapidly spread over the land-mass of present-day Syria and northern ‘Irāq and grew into the immense deluge described in the Bible and in the Qur’ān, and also referred to in the myths of ancient Greece (e.g., in the story of Deukalion and Pyrrhea), as well as in Sumerian and Babylonian legends."
11,195,asad,footnote,"* The term zawj signifies, primarily, each of the two parts of a pair, and is also used in the sense of “a pair.” In the present context it obviously has the former meaning; consequently, the expression min kullin zawjayn ithnayn is best rendered as above. – As regards the animals which Noah was commanded to take with him in the ark, it is reasonable to assume that this referred to the domesticated animals already in his possession, and not to all animals, as the Biblical narrative would have it."
11,196,asad,footnote,"* I.e., those who stand condemned in the sight of God because of their persistent refusal to acknowledge the truth. See also verses 42-43 and 45-47."
11,197,asad,footnote,"* v.42 : The diminutive in yā bunayya (lit., “O my little son”) is an expression of endearment irrespective of a son’s age: for instance, Noah’s son appears in the above story as a grown man, while Joseph, similarly addressed by his father in 12:5, was a child or, at the most, an adolescent."
11,198,asad,footnote,"* v.44 : This mountain, known in ancient Syriac as Qardū, is situated in the region of Lake Van, almost twenty-five miles north-east of the town Jazīrat Ibn ‘Umar, capital of the modern Syrian district of Al-Jazīrah. It “owes its fame to the Mesopotamian tradition which identifies it, and not Mount Ararat, with the mountain on which Noah’s ark rested.... This localization of the ark’s resting-place...is certainly based on Babylonian tradition” (Encyclopaedia of Islam I, 1059). We should, however, remember that the designation Ararat (the Assyrian Urartu) at one time included the whole area to the south of Lake Van, in which Jabal Jūdī is situated: this might explain the Biblical statement that “the ark rested...upon the mountains of Ararat” (Genesis viii 4)."
11,199,asad,footnote,"* v.45 : A reference to the divine command, mentioned in verse 40 – “Place on board this [ark]…thy family” – which Noah apparently understood as meaning that the whole of his family would be saved, thus overlooking the qualifying clause, “except those on whom sentence has already been passed.” – Some of the commentators suppose that verses 45-47 connect with verse 43, and thus precede, in point of time, the events narrated in verse 44 – a supposition which has caused the modern translators of the Qur’ān to render Noah’s prayer, erroneously, in the present tense (i.e., in the form of a prayer for his son’s rescue from drowning). It is, however, much more plausible to assume – as is done by Tabarī and Ibn Kathīr – that Noah’s words were spoken after the ark had come to rest on Mount Jūdī (i.e., long after his son’s death) and that they represented “an endeavour on the part of Noah to find out what would be the condition of his drowned son [in the hereafter]” (Ibn Kathīr). Consequently, the sentence relating to this son, both in Noah’s prayer and in God’s answer, must be rendered in the past tense."
11,200,asad,footnote,"* v.46 : According to some commentators (e.g., Tabarī and Rāzī), the phrase innahu ‘amal ghayr sālih relates to Noah’s prayer for his son, and constitutes a divine reproach – in which case it should be rendered as “verily, this [prayer] is unrighteous conduct [on thy part].” Others, however (e.g., Zamakhsharī), reject this interpretation and relate the above phrase to the son, in the manner rendered by me. This, I believe, is more in tune with the statement, “he was not of thy family” – i.e., spiritually, inasmuch as he was of, or preferred to remain with, “those who deny the truth.”"
11,201,asad,footnote,"* I.e., knowledge of the innermost reasons of God’s decrees and of the ultimate destiny of any human being in the hereafter: for the answers to this “why” and this “how” lie in the realm of things which are beyond the reach of human perception (al-ghayb)."
11,202,asad,footnote,"* I.e., “lest thou prove to be one of those ignorant who ask God that He change His decrees in response to their own desires” (Manār XII, 85 f.)"
11,203,asad,footnote,"* v.48 : The term salām – here translated as “peace” – comprises the notions of both external and internal security from all that is evil. For a fuller explanation of the term, see sūrah 5, note 29."
11,204,asad,footnote,"* The above interpolation is based on the consensus of most of the classical commentators. The phrase “the people [or “generations”] from those who are with thee” points to generations as yet unborn; but since God’s blessing extends to all believers, it eo ipso comprises the believers of Noah’s generation as well; and since “those who deny the truth” (al-kāfirūn) are excluded from God’s blessing, only the righteous from among the offspring of these early believers are promised a share in His grace (cf. a similar allusion, relating to Abraham’s descendants, in 2:124): hence my interpolation of the words “as for the unrighteous that will spring from you” in the next sentence."
11,205,asad,footnote,"* v.49 : See verse 35 above. Although the story of Noah had been vaguely known to the Arabs even before the advent of the Prophet Muhammad, they – and the Prophet with them – were entirely unaware of the details as narrated in the preceding Qur’anic account (Rāzī). The use of the plural at the beginning of this parenthetic passage (“These accounts”) – in contrast with the singular form employed in a similar phrase occurring in 3:44, 11:100, and 12:102 (“This account”) – seems, in my opinion, to indicate that it refers not only to the preceding story of Noah but also to the subsequent stories of other prophets. In this connection it should be remembered – and it cannot be stressed too often – that “narrative” as such is never the purpose of the Qur’ān. Whenever it relates the stories of earlier prophets, or alludes to ancient legends or to historical events that took place before the advent of Islam or during the lifetime of the Prophet, the aim is, invariably, a moral lesson; and since one and the same event, or even legend, has usually many facets revealing as many moral implications, the Qur’ān reverts again and again to the same stories, but every time with a slight variation of stress on this or that aspect of the fundamental truths underlying the Qur’anic revelation as a whole."
11,206,asad,footnote,"* v.50 : For particulars relating to the name Hūd as well as the tribe of ‘ād, see sūrah 7, note 48."
11,207,asad,footnote,"* I.e., inventors of alleged deities that have no reality in themselves (cf. 7:71, which also relates to the story of Hūd). Regarding the term muftarūn, see sūrah 7, note 119."
11,208,asad,footnote,"* v.52 : Lit., “He will let loose the sky over you with abundance.” The term samā’ – lit., “sky” – is often used in classical Arabic as a metonym for “rain,” and scarcity of rains is a characteristic of the desert country called Al-Ahqāf (“The Sand-Dunes”), the one-time habitat of the – since vanished – tribe of ‘ād. As would appear from 46:24, the time to which the above passage alludes was a period of severe drought, and so it is possible that the “abundant blessings” here denote rains."
11,209,asad,footnote,"* v.54 : I.e., with madness."
11,210,asad,footnote,"* Or: “that, verily, I am guiltless of your ascribing a share in [God’s] divinity (mimmā tushrikūn)...,” etc. – thus rejecting the sardonic suggestion of his compatriots that one of their imaginary deities might have stricken him with madness."
11,211,asad,footnote,* v.55 : Cf. a very similar challenge in the last sentence of 7:195.
11,212,asad,footnote,"* v.56 : I.e., there is no living being over which He has not complete control and which is not entirely dependent on Him (cf. verse 6 of this sūrah). When describing a person’s humility and subjection to another person, the ancient Arabs used to say, “The forelock of so-and-so is in the hand of so-and-so.” See in this connection 96:15-16, where this idiomatic expression occurs for the first time in the chronological order of Qur’anic revelation."
11,213,asad,footnote,"* Lit., “my Sustainer is on a straight way” – implying that He governs all that exists in accordance with a system of truth and justice in the ultimate, absolute sense of these terms, never allowing the conscious evildoer to escape the consequence of his deeds, and never letting righteousness go unrewarded, either in this world or in the hereafter (since it is only in the combination of these two phases that human life can be considered in its entirety)."
11,214,asad,footnote,"* v.57 : Lit., “to succeed you.”"
11,215,asad,footnote,"* v.58 : For the story of the destruction of the tribe of ‘ād through violent storm-winds, see 54:19 and, more particularly, 69:6-8."
11,216,asad,footnote,"* I.e., the suffering which was yet to befall the rest of the tribe of ‘ād. My addition, between brackets, of the words “in the life to come” is based on the interpretation advanced by Tabarī, Zamakhsharī, and Rāzī, according to whom the first mention of the saving of Hūd and his followers refers to the destruction of the people of ‘ād in this world, and the second, to the latters’ chastisement in the hereafter."
11,217,asad,footnote,"* v.59 : An allusion to “the great ones among them, who refused to acknowledge the truth” (7:66). Regarding the above interpretation of the term jabbār, see note 58 on 26:130."
11,218,asad,footnote,"* v.60 : For my rendering of the term la‘nah as “[God’s] rejection,” see note 37 above."
11,219,asad,footnote,"* v.61 : A short account of the tribe of Thamūd (the “Second ‘ād” of pre-Islamic poetry) is found in sūrah 7, note 56. Cālih is believed to have been the second prophet, after Hūd, sent to the Arabs."
11,220,asad,footnote,"* I.e., out of organic substances which derive their nourishment – and hence their capability of development, proliferation, and evolution – either directly or indirectly from the earth (Rāzī). This is evidently also the meaning of the Qur’anic references to man as “created out of dust” (cf. 3:59, 18:37, 22:5, and 30:20)."
11,221,asad,footnote,* See 7:74 and the corresponding notes.
11,222,asad,footnote,* See 2:186.
11,223,asad,footnote,"* v.62 : Lit., “Thou wert among us one in whom hope was placed ere this”: an allusion to Cālih’s outstanding intellect and strength of character, which had probably caused his tribe to see in him their future leader – until he startled them by his passionate demand that they should abandon their traditional beliefs and devote themselves to the worship of the One God."
11,224,asad,footnote,"* Lit, “we are indeed in disquieting doubt as to that to which thou invitest us.” It is to be borne in mind that the pre-Islamic Arabs regarded their gods, as well as the angels (whom they believed to be “God’s daughters”), as legitimate mediators between man and God, whose existence as such they did not deny; consequently, they were greatly disturbed by their prophet’s demand that they should abandon the worship of those allegedly divine or semi-divine beings. The above answer of the Thamūd seems to imply that they might consider Cālih’s claim to be a prophet more favourably if he would but refrain from insisting that “you have no deity other than Him”: a suggestion that fully explains Cālih’s retort in the next verse."
11,225,asad,footnote,"* v.63 : I.e., “if I were to suppress – in spite of all the evidence obtained through divine revelation – the fundamental truth that there is no deity save God, and that the ascribing of divinity or divine powers to anyone or anything beside Him is an unforgivable sin” (cf. 4:48 and the corresponding note 65)."
11,226,asad,footnote,"* Lit., “you do not add [anything] to me but perdition.” Although this dialogue is related in the context of the story of Cālih and the leaders of the Thamūd, its implications have – as is always the case with Qur’anic stories and parables – a universal, timeless import. The stress here is on the intrinsic impossibility of reconciling belief in the One God, whose omniscience and omnipotence embraces all that exists, with an attribution of divine or semi-divine qualities and functions to anyone or anything else. The subtly-veiled suggestion of the Thamūd (see note 92) and its rejection by Cālih has a bearing on all religious attitudes based on a desire to “bring God closer to man” through the interposition of alleged “mediators” between Him and man. In primitive religions, this interposition led to the deification of various forces of nature and, subsequently, to the invention of imaginary deities which were thought to act against the background of an undefined, dimly-perceived Supreme Power (for instance, the Moira of the ancient Greeks). In higher religious concepts, this need for mediation assumes the form of personified manifestations of God through subordinate deities (as is the case, in Hinduism, with the personifications of the Absolute Brahma of the Upanishads and the Vedanta in the forms of Vishnu or Shiva), or in His supposed incarnation in human form (as represented in the Christian idea of Jesus as “God’s son” and the Second Person of the Trinity). And, lastly, God is supposedly “brought closer to man” by the interposition of a hierarchy of saints, living or dead, whose intercession is sought even by people who consider themselves to be “monotheists” – and this includes many misguided Muslims who do not realize that their belief in saints as “mediators” between men and God conflicts with the very essence of Islam. The ever-recurring Qur’anic stress on the oneness and uniqueness of God, and the categorical denial of the idea that anyone or anything – whether it be a concrete being or an abstract force – could have the least share in God’s qualities or the least influence on the manner in which He governs the universe aims at freeing man from the self-imposed servitude to an imaginary hierarchy of “mediating powers,” and at making him realize that “wherever you turn, there is God’s countenance” (2:115), and that God is “[always] near, responding [to the call of whoever calls unto Him]” (2:186; also, in a condensed form, in verse 61 of this sūrah)."
11,227,asad,footnote,"* v.64 : For an explanation of this passage, see sūrah 7, note 57."
11,228,asad,footnote,"* v.65 : See sūrah 7, note 61."
11,229,asad,footnote,"* Lit., “promise.”"
11,230,asad,footnote,"* v.67 : Lit., “they became, in their homes, prostrate on the ground.” Ibn ‘Abbās – as quoted by Rāzī – explains the term sayhah (lit., “vehement cry” or “sound”) occurring in this verse as a synonym of sā‘iqah, a “thunderbolt” or the “sound of thunder.” Since the same event is described in 7:78 as “violent trembling” (rajfah), which in that context apparently denotes an earthquake, it is possible that the “vehement sound” mentioned here and in several other places describes the subterranean rumbling which often precedes and accompanies an earthquake and/or the thunder-like noise of a volcanic eruption (see sūrah 7, note 62). However, in view of the repeated use of this expression in varying contexts, we may assume that it has the more general meaning of “blast of punishment” or – as in 50:42, where it indicates the Last Hour – of “final blast.”"
11,231,asad,footnote,"* v.69 : The Qur’ān does not state in so many words that these guests of Abraham were angels; but since the term rusulunā (“Our messengers”) is often used in the sense of heavenly messengers, all the classical commentators interpret it thus in the above context. For the contents of the “glad tiding” referred to here, see verse 71 below.-The reason for prefacing the story of Lot with an episode from Abraham’s life lies in the latter’s subsequent pleading in behalf of the sinful people of Sodom (verses 74-76) and also, possibly, in God’s earlier promise to him, “Behold, I shall make thee a leader of men” (see 2:124), which must have imbued him with an enhanced sense of moral responsibility not only for his own family but also for the people with whom he was indirectly connected through his nephew Lot (Lūt in Arabic)."
11,232,asad,footnote,"* Lit., “and did not delay in bringing.” Regarding the deeper implications of the word “peace” (salām) as used in this passage, see sūrah 5, note 29."
11,233,asad,footnote,"* v.70 : Lit., “he did not know [what to make of] them and conceived fear of them.” Since they were angels, they did not eat (contrary to the Biblical statement in Genesis xviii 8); and since, in the Arabian tradition of hospitality, a stranger’s refusal to partake of the food offered him is an indication of unfriendly intent, Abraham – who until then had not realized that his guests were angels – became apprehensive of possible hostility on their part."
11,234,asad,footnote,"* According to the Biblical account (not contradicted by the Qur’ān), Lot, a son of Abraham’s brother, lived to the east of the Jordan, in the vicinity of what is today the Dead Sea (called in Arabic Bahr Lūt, “Lot’s Sea”). The “people of Lot” were not actually the latter’s community, for he – like Abraham – was a native of Ur in southern Babylonia, and had migrated thence with his uncle: hence, throughout the Qur’ān, the expression “Lot’s people” designates the inhabitants of the town (or country) of Sodom, among whom he had chosen to live, and with regard to whom he was entrusted with a prophetic mission."
11,235,asad,footnote,"* v.71 : I.e., on realizing that the strangers were God’s messengers, and that she and Abraham had nothing to fear from them (Zamakhsharī): hence the interpolation of the words “with happiness.” This differs from the Biblical statement (Genesis xviii 12-15), according to which Sarah “laughed within herself” at the announcement that she, an old woman, would give birth to a son: for in the above Qur’anic passage this announcement comes after the statement that she laughed, and is introduced by the conjunctive fa, which in this context denotes “and thereupon” or “whereupon.”"
11,236,asad,footnote,* v.72 : This expression of grief obviously relates to her past barrenness as well as to her fear that this astonishing announcement might prove illusory.
11,237,asad,footnote,"* v.73 : Lit., “Art thou astonished at God’s decree?” – or: “Dost thou find God’s decree strange?” However, the real meaning of this rhetorical question can only be brought out by paraphrasing it in the manner attempted by me: namely, as an echo of the statement, repeated several times in the Qur’ān: “When God wills a thing to be, He but says unto it, ‘Be’ – and it is.”"
11,238,asad,footnote,"* v.74 : According to all commentators, this means “he pleaded [lit., “argued”] with Our messengers” (who, as is evident from 29:31, had announced to him the impending doom of Sodom and Gomorrah), and not with God Himself."
11,239,asad,footnote,"* v.77 : Lit., “he was straitened as regards the reach of his arm in their behalf” – an idiomatic phrase often used in classical Arabic, denoting here Lot’s utter inability to afford his guests protection from the people of Sodom, whose homosexual propensities have ever since been commemorated in the term “sodomy.” Since Lot thought that the strangers were no more than handsome young men, he felt certain that they would be sexually assaulted by his sinful countrymen."
11,240,asad,footnote,"* v.78 : Lit., “towards him” – but since their desire was obviously directed at Lot’s guests, and not at himself, my rendering would seem appropriate. It is to be noted that in its passive form, as used here, the verb yuhra‘ūn does not merely mean “they came running” but, rather, “running as if driven onward by some force” (Zamakhsharī) – in this case, the force of their perverse desire."
11,241,asad,footnote,"* Most of the commentators are of the opinion that the phrase “these daughters of mine” signifies here “the daughters of my community” (since a prophet is the spiritual father of his people). But whether this is the case, or whether – as is more probable – Lot’s words refer to his actual daughters, there is no doubt that in their wider implication they point to the natural relationship between man and woman as contrasted with the perverse desires of the men of Sodom."
11,242,asad,footnote,"* v.79 : Lit., “no claim whatever to thy daughters.”"
11,243,asad,footnote,"* v.80 : Lit., “or that I could betake myself to some mighty support.” Although some of the commentators are of the opinion that this expression denotes “tribal support” (which was, however, unavailable to Lot inasmuch as he was a stranger in Sodom), we have a number of authentic Traditions (extensively quoted by Tabarī) to the effect that what Lot meant was God’s support: for the Prophet Muhammad, referring to this Qur’anic passage, is reported to have said, “God bestowed His grace upon Lot, for he betook himself indeed unto a mighty support!”"
11,244,asad,footnote,"* v.81 : I.e., in an abstract sense, “to what you are leaving behind” (Rāzī) – evidently meaning the severing of all associations with the sinful city, and not a physical looking-back."
11,245,asad,footnote,"* Cf. 7:83 and the corresponding note, as well as 66:10, where it is mentioned that Lot’s wife, who was apparently a native of Sodom, had acted faithlessly towards her husband, i.e., had refused to believe in his prophetic mission; and her story was thereupon “propounded as a parable of those who are bent on denying the truth.”"
11,246,asad,footnote,"* v.82 : Lit., “stones of sijjīl,” which latter noun is regarded by some philologists as the Arabicized form of the Persian sang-i-gil (“clay-stone” or “petrified clay”): cf. Qāmūs and Tāj al-‘Arūs. If this supposition is correct, the “stones of petrified clay” would be more or less synonymous with “brimstones,” which in its turn would point to a volcanic eruption, probably in conjunction with a severe earthquake (alluded to in the preceding phrase, “We turned those [sinful towns] upside down”). But there is also a strong probability, pointed out by Zamakhsharī and Rāzī, that the term sijjīl is of purely Arabic origin – namely, a synonym of sijill, which primarily signifies “a writing,” and secondarily, “something that has been decreed”: in which case the expression hijārah min sijjīl can be understood in a metaphorical sense, namely, as “stones of all the chastisement laid down in God’s decree” (Zamakhsharī and Rāzī, both in conjunction with the above verse and in their commentaries on 105:4). It is, I believe, this metaphorical meaning of “stone-hard blows of chastisement pre-ordained,” i.e., of God-willed doom, that the concluding sentence of the next verse alludes to."
11,247,asad,footnote,"* v.83 : According to some of the earliest Qur’ān-commentators (e.g., Qatādah and ‘Ikrimah, as quoted by Tabarī), this threat of ultimate doom applies to evildoers of all times – which further supports the assumption that the expression hijārah min sijjīl has a metaphorical connotation."
11,248,asad,footnote,"* v.84 : See sūrah 7, note 67."
