Arabic,Tafseer
وٱلَّذِينَ يُؤْمِنُونَ بِمَآ أُنْزِلَ إِلَيْكَ وَمَآ أُنْزِلَ مِن قَبْلِكَ وَبِٱلآخِرَةِ هُمْ يُوقِنُونَ,and who believe in what has been revealed to you; and what was revealed before you; and of the hereafter they are certain. Their belief in the unseen necessarily requires their belief in the QurÌān and in what God has revealed in the books before the QurÌān but He repeats the mention of belief here for the purposes of specification takhṣīṣ and cor- roboration taÌyīd. To affirm taṣdīq [Muḥammad's role as] the intermedi- ary ﷺ in some of what he has communicated obligates the affirmation of him in all that he has communicated since the evidence of his sincerity bears witness generally without any restriction. They have certainty in the hereafter because they have witnessed the unseen: When the Messenger of God ﷺ asked ḥāritha “How is your stateḍ” He said “I have become one who submits to God in truth and it is as if I were with the people of the garden exchanging visits and as if I were with the people of the fire clamoring to one another and as if I were with the throne of my Lord in plain sight. The Messenger of God ﷺ said “You have it right so keep to it.” ʿāmir b. ʿAbd al-Qays said “If the veil were to be lifted it would not increase my certainty.” The real meaning of certainty is to rid oneself of indecisive guessing takhmīn and to avoid loose conjecturing ẓunūn.
أُوْلَـٰئِكَ عَلَىٰ هُدًى مِّن رَّبِّهِمْ وَأُوْلَـٰئِكَ هُمُ ٱلْمُفْلِحُونَ,Those are upon guidance from their Lord; those are the ones that will prosper It means “[Those are] in possession of clear evidence certainty unveiling and realization from their Lord.” He discloses Himself to their hearts first by His signs then by His attributes and then by His reality and essence. Some people are upon guidance from their Lord by means of rational proofs dalāÌil al-ʿuqūl. They apply [these proofs] properly and therefore attain truths of different types of knowledge ḥaqāÌiq al-ʿulūm. Other people possess insight baṣīra into the courtesies of drawing near so that through witnessing the mercy and generosity [of God] they attain the per- spicuity bayān of certainty. The truth appears to others in their innermost selves so that they witness the reality of the eternally sought and impen- etrable ṣamadiyya and they attain to the source of the faculty of insight by virtue of deeper knowledge ʿirfān. Those are the ones that will prosper: Prosperity is to succeed in one's objective and to win what is sought. He grants the folk subsistence baqāÌ at the place of meeting and they succeed in subduing the enemies that are the clamor of the false notions hawājis of the lower self. Then the thoughts khawāṬir that come to hearts disappear and they stand by the Real for the Real without the intermediary of an intellect ʿaql or recourse to memory dhikr and reflection fikr.
إِنَّ ٱلَّذِينَ كَفَرُواْ سَوَآءٌ عَلَيْهِمْ ءَأَنذَرْتَهُمْ أَمْ لَمْ تُنْذِرْهُمْ لاَ يُؤْمِنُونَ,As for the disbelievers alike it is for them whether you have warned them or have not warned them they do not believe. Those who are veiled by the covering of their own qualities are kept from witnessing His truth. The allusion here is that both are the same to them- the words of one who tries to lead them to the Real ḥaqq or the words of one who aids them in seeking to attract worldly fortune ḥaẓẓ. Nay they are more inclined to the calls to heedlessness and prefer to pay attention to them. How could they not when they are marked with the branding of separation locked in the prison of absence and barred from the place of nearness. None of them will attain faith īmān because they have no security amān from the Real. Because they have not been granted secu- rity lam yuÌmanū they do not believe lam yuÌminū. A decision ḥukm God has already made is inalterable and a word from Him is final. [God's] power cannot be opposed. Fearsome attacks will surprise those who con- test what has been decreed by the Real and the decision [of the Real] will catch them unaware. It is said that the disbeliever does not desist from his error because of the misery that is already his. Likewise the one who is bound by the shackles of his lower self is veiled from witnessing the unseen and His reality for he cannot see the right way or pursue the right course. It is said that for the one who remains in the darknesses of his foolishness the advice of sound guides and the fictions of those who speak falsely are equal to him for God has removed from his states the blessings of being able to judge between two things. He does not come with an ear to acceptance and pays little attention to the one who calls to right conduct. As it is said: My sincere advice naṣīḥatī is the concern of the sincere naṣūḥ. The disobedience of the sincere is My concern alone. It is also said that whoever has strayed from bearing witness to the favors that have been allotted to him imagines that the matter comes from what he does and does not do. [Such a person] relies on his own actions and is blind to witnessing [God's] gifts fa-ittakala ʿalā aʿmālihi wa-taʿāmā ʿan shuhūd afḌālihi.
خَتَمَ ٱللَّهُ عَلَىٰ قُلُوبِهمْ وَعَلَىٰ سَمْعِهِمْ وَعَلَىٰ أَبْصَٰرِهِمْ غِشَاوَةٌ وَلَهُمْ عَذَابٌ عظِيمٌ,God has set a seal on their hearts and on their hearing; and on their eyes is a covering; and for them will be a mighty chastisement. The seal on something prevents anything from entering it or coming out. Similarly the Real سبحانه has determined that the ignorance and error in the hearts of His enemies will not be removed nor will any insight or guidance enter into them. There is a covering of forsakenness over the hearing of their hearts. The faculties of hearing have been blocked from receiving the speech of the Real with respect to belief so the whisperings of Satan and the murmurings hawājis of their lower selves distract [the heart] from listening to the intuitions khawāṬir that come from the Real. As for the elect the intuitions that come from different kinds of knowledge ʿulūm and preoccupation with the results to questions in their hearts-these distract their hearts from the secrets of the Real coming to them without intermediary. That is only for the elect of the elect. For this reason the Messenger of God ﷺ said “There have been inspired men muḥaddathūn in communities and if there is one in my community it is ʿUmar.”This inspired one is singled out from the elect just as the one who possesses different types of knowledge is singled out from among ordinary people. There is a covering over the eyes of outsiders so they will not see either by the “sight” baṣar of different kinds of knowledge or by the inner sight baṣīra of realities. And for them will be a mighty chastisement because of their supposing that they have something and their heedlessness of what they have been given in tribulation in the present fī l-ḥāl and the end wa-l-maÌāl in their separation in the here and now fī l-ʿājili furqatihi and their burning in what is to come wa-fī l-ājil ḥurqatihi.
وَمِنَ ٱلنَّاسِ مَن يَقُولُ آمَنَّا بِٱللَّهِ وَبِٱلْيَوْمِ ٱلآخِرِ وَمَا هُم بِمُؤْمِنِينَ,And some people there are who say “We believe in God and the last day”; but they are not believers. They stayed firm in their hypocrisy and persisted in deceiving the Muslims so God tore off their veils by His saying “but they are not believers.” Thus it is said: Whoever adorns himself with something other than what is in him the test exposes what he is only pretending. When their words were stripped of their meanings the harm they received from them was greater than the benefit they had imagined in them for God most high said Verily the hypocrites will be in the lowest level of the fire [4:145]. If it were not for their hypocrisy their punishment would not have been increased. It is said that when they lacked true sincerity in their states ṣidq al-aḥwāl the correct words ṣidq al-aqwāl were of no benefit to them. God most high said “God bears witness that the hypocrites truly are liars” [63:1] for they used to say “We bear witness that you are indeed the Messenger of God.” In a similar way the one who outwardly declares what he has not yet realized will immediately be exposed before the masters of realization. It has been said: O you who claim love for Sulaymā You have nothing from her not even nail clippings. You are only like a wāw43 in [your] love for her attached in spelling in the wrong place to ʿAmr.
يُخَادِعُونَ ٱللَّهَ وَٱلَّذِينَ آمَنُوا وَمَا يَخْدَعُونَ إِلاَّ أَنْفُسَهُم وَمَا يَشْعُرُونَ,They would deceive God and the believers; and they only deceive them- selves; and they are not aware. The harm of their deception and the punishment for it comes back to themselves so it is as if they have deceived themselves in actuality for they devalue and belittle themselves. No one suffered the harm of their actions but themselves-they cut off their own lifeblood. When there is one who knows the true nature of things the one who desires to deceive him only deceives himself. The allusion in this verse is to the one who has forgotten [God's] prior kindness. He says “mine through me from me and I” slandering in his delusion and conjecture [what should be] “Yours through You from You and You.” This delusion is the most difficult of punishments because he sees a mirage sarāb and thinks it is drink sharāb until he comes to it and finds it to be nothing and he finds God there who pays him his account in full [24:39].
فِي قُلُوبِهِم مَّرَضٌ فَزَادَهُمُ ٱللَّهُ مَرَضاً وَلَهُم عَذَابٌ أَلِيمٌ بِمَا كَانُوا يَكْذِبُونَ,In their hearts is a sickness; and God has increased their sickness; and there awaits them a painful chastisement because they used to lie. In the hearts of the hypocrites is the sickness of making partners [with God] shirk and God increases their sickness in their imagining that they have been saved by deceiving the Muslims. The pain of their grievous punishment will reach them in the end. The allusion pertains to whoever has confused his ultimate objective qaṣd with his worldly concerns ḥaẓẓ and mixed his spiritual desire irāda with his whims hawā taking one step forward with spiritual desire and one step backward with worldly con- cerns and following the lower self. He is neither a sincere seeker murīd nor permanently neglectful. If the hypocrites had been sincere in their beliefs they would have been safe from the punishment in the hereafter just as they were safe from paying the jizya tax and the like in this world in the manner of polytheists and dhimmīs. Similarly if the seeker murīd had been sincere in his spiritual desire he would have reached out in his heart to the realities of the communion [of lovers] and the blessings of sincerity would have reached him and he [would have] attained what he desired. But his state is as it has been said: We have not been firm but justice will be firm with us without bending. If we had been sincere khalaṣnā we would have been saved takhallaṣnā from tribulation. There is a barrier between one whose worship has become weak and the degrees of the gardens darajāt al-jannāt. There is a barrier between one whose spiritual desire has become weak and the intimate communications of nearness and whispered confidences muwāṣalāt al-qurb wa-l-munājāt. As for those who rely on this world and follow [their] whims their reliance on the abode of illusion is an illness of their hearts. The increase in their disease will increase as their greed increases. The more they find something from [this world] the more their greed multiplies for what they have not found hastening the punishment for them. Among [their] immediate punishments are the dissipation of their aims and then the loss of all pleasure in their lives. They are kept by [these punishments] from their Protector mawlā. There will be no enjoyment for them nor rest in what they have preferred when [they] follow their own whims.
وَإِذَا قِيلَ لَهُمْ لاَ تُفْسِدُواْ فِي ٱلأَرْضِ قَالُوۤاْ إِنَّمَا نَحْنُ مُصْلِحُونَ  *  أَلاۤ إِنَّهُمْ هُمُ ٱلْمُفْسِدُونَ وَلَـٰكِن لاَّ يَشْعُرُونَ,When it is said to them “Do not [foment] corruption in the land” they say “We are only putting things right.” Truly they are the agents of corruption but they perceive not. This alludes to the fact that when thoughts of warning came secretly to their hearts calling them to right conduct they followed self-indulgent interpretations rukhaṣ al-taÌwīl and deceived themselves about that which bore witness to the hardness of their hearts. When they denied the proof of the Real in the thoughts that came to their hearts God took the bless- ing away from their states and in its place gave them a deaf ear to the Real. Their affliction is in their resistance to the path Ṭarīqa and their loss of belief in it. Just as an apostate is a more intense enemy to Muslims so the one who returns from spiritual desire irāda to the world and ordinary customs is the worst of people in rejecting this path and the most distant from its followers. As the proverb goes “Anyone who loses their stored grain to fire wishes the same for others.” According to the sincere among those [on the path] the help of those who have deserted the way of spiritual desire should not be accepted just as the Messenger ﷺ did not accept the almsgiving zakāt of Thaʿlaba. It is said that it is sufficient to expose those who lie by saying to such a person's face “You have lied.” When they said “We are only putting things right” the Real سبحانه showed them to be liars and He said “Truly they are the agents of corruption but they perceive not” meaning “We are aware of them and have exposed them.”
وَإِذَا قِيلَ لَهُمْ لاَ تُفْسِدُواْ فِي ٱلأَرْضِ قَالُوۤاْ إِنَّمَا نَحْنُ مُصْلِحُونَ  *  أَلاۤ إِنَّهُمْ هُمُ ٱلْمُفْسِدُونَ وَلَـٰكِن لاَّ يَشْعُرُونَ,When it is said to them “Do not [foment] corruption in the land” they say “We are only putting things right.” Truly they are the agents of corruption but they perceive not. This alludes to the fact that when thoughts of warning came secretly to their hearts calling them to right conduct they followed self-indulgent interpretations rukhaṣ al-taÌwīl and deceived themselves about that which bore witness to the hardness of their hearts. When they denied the proof of the Real in the thoughts that came to their hearts God took the bless- ing away from their states and in its place gave them a deaf ear to the Real. Their affliction is in their resistance to the path Ṭarīqa and their loss of belief in it. Just as an apostate is a more intense enemy to Muslims so the one who returns from spiritual desire irāda to the world and ordinary customs is the worst of people in rejecting this path and the most distant from its followers. As the proverb goes “Anyone who loses their stored grain to fire wishes the same for others.” According to the sincere among those [on the path] the help of those who have deserted the way of spiritual desire should not be accepted just as the Messenger ﷺ did not accept the almsgiving zakāt of Thaʿlaba. It is said that it is sufficient to expose those who lie by saying to such a person's face “You have lied.” When they said “We are only putting things right” the Real سبحانه showed them to be liars and He said “Truly they are the agents of corruption but they perceive not” meaning “We are aware of them and have exposed them.”
وَإِذَا قِيلَ لَهُمْ آمِنُواْ كَمَآ آمَنَ ٱلنَّاسُ قَالُوۤاْ أَنُؤْمِنُ كَمَآ آمَنَ ٱلسُّفَهَآءُ أَلاۤ إِنَّهُمْ هُمُ ٱلسُّفَهَآءُ وَلَـٰكِن لاَّ يَعْلَمُونَ,When it is said to them “Believe as the people believe” they say “Shall we believe as fools believeḍ” Truly they are the foolish ones but they know not. Here the allusion is to the hypocrites who when they were called to the Real described the Muslims as foolish. Similarly when the wealthy are commanded to renounce this world they describe the people of right conduct as lazy and weak. They say the poor fuqarāÌ have nothing because they have no wealth no status no comfort and no livelihood. In truth they [the wealthy] are the poor and they are those who are tested. They fall into ignominy out of fear of ignominy and struggle with abasement out of fear of abasement. They construct castles quṣūr but live in tombs qubūr. They adorn the cradle mahd but are wrapped in the grave lahd. They gallop in the fields of heedlessness ghafla but stumble in the wadis of grief ḥasra. Soon they will come to know but then their knowledge will not benefit them. Nothing will be of use to them. When the dust clears you will see whether a horse or a donkey is beneath you.
وَإِذَا لَقُواْ ٱلَّذِينَ آمَنُواْ قَالُوۤا آمَنَّا وَإِذَا خَلَوْاْ إِلَىٰ شَيَاطِينِهِمْ قَالُوۤاْ إِنَّا مَعَكُمْ إِنَّمَا نَحْنُ مُسْتَهْزِءُونَ  *  ٱللَّهُ يَسْتَهْزِئُ بِهِمْ وَيَمُدُّهُمْ فِي طُغْيَانِهِمْ يَعْمَهُونَ,When they meet those who believe they say “We believe”; but when they go apart to their devils they say “We are with you; we were only mocking.” God [Himself] mocks them leaving them in their insolence bewildered. The hypocrites wanted to maintain their relations with disbelievers while associating with Muslims so when they appeared before Muslims they said “We are with you” and when they were alone with those like them among the disbelievers they voiced their loyalty to them. They wanted to have relationships with both sides but they were excluded from both. God most high said “Wavering all the time-not to these neither to those” [4:143]. Similarly anyone who wants to combine the path of spiritual desire irāda with [one's habitual behavior] with ordinary people ahl al-ʿāda [should know that] this cannot be done since the two opposites cannot be combined. “The servant who has contracted with his master to be freed is still a servant until the last dirham [is paid].” When night draws nigh day slips away. Anyone who has a hodgepodge khalīṬ in every corner nāḥiyya and a heart bound rabīṬ in every nook zāwiyya is headed for disaster. First one group and then another take turns dwelling in his heart so that it is forever ruined.53 There is no pleasure for him in life nor does he truly possess any provision from his heart. The one who spoke for them said: I see you as someone left over from the people of Moses for they do not wait patiently for food. When the hypocrites said “we were only mocking” God most high said “God [Himself] mocks them” that is He requites them for their mocking. Similarly when people put the reins in the hands of carnal desires they are lured into the wadis of separation. Their feet are not firmly planted in a place so they wander in the labyrinth of absence. Just as he leaves the hypocrites in their insolence bewildered he prolongs the period [in which they dwell with] their confused hopes. So when the times of their deaths draw nigh their hopes are at their highest while their actions are at their lowest. That is the requital for what they did and the noxious result of what they produced. The beautification of their ugly acts in their eyes is the worst of their punishments and their being content with their listlessness is their greatest misfortune.
وَإِذَا لَقُواْ ٱلَّذِينَ آمَنُواْ قَالُوۤا آمَنَّا وَإِذَا خَلَوْاْ إِلَىٰ شَيَاطِينِهِمْ قَالُوۤاْ إِنَّا مَعَكُمْ إِنَّمَا نَحْنُ مُسْتَهْزِءُونَ  *  ٱللَّهُ يَسْتَهْزِئُ بِهِمْ وَيَمُدُّهُمْ فِي طُغْيَانِهِمْ يَعْمَهُونَ,When they meet those who believe they say “We believe”; but when they go apart to their devils they say “We are with you; we were only mocking.” God [Himself] mocks them leaving them in their insolence bewildered. The hypocrites wanted to maintain their relations with disbelievers while associating with Muslims so when they appeared before Muslims they said “We are with you” and when they were alone with those like them among the disbelievers they voiced their loyalty to them. They wanted to have relationships with both sides but they were excluded from both. God most high said “Wavering all the time-not to these neither to those” [4:143]. Similarly anyone who wants to combine the path of spiritual desire irāda with [one's habitual behavior] with ordinary people ahl al-ʿāda [should know that] this cannot be done since the two opposites cannot be combined. “The servant who has contracted with his master to be freed is still a servant until the last dirham [is paid].” When night draws nigh day slips away. Anyone who has a hodgepodge khalīṬ in every corner nāḥiyya and a heart bound rabīṬ in every nook zāwiyya is headed for disaster. First one group and then another take turns dwelling in his heart so that it is forever ruined.53 There is no pleasure for him in life nor does he truly possess any provision from his heart. The one who spoke for them said: I see you as someone left over from the people of Moses for they do not wait patiently for food. When the hypocrites said “we were only mocking” God most high said “God [Himself] mocks them” that is He requites them for their mocking. Similarly when people put the reins in the hands of carnal desires they are lured into the wadis of separation. Their feet are not firmly planted in a place so they wander in the labyrinth of absence. Just as he leaves the hypocrites in their insolence bewildered he prolongs the period [in which they dwell with] their confused hopes. So when the times of their deaths draw nigh their hopes are at their highest while their actions are at their lowest. That is the requital for what they did and the noxious result of what they produced. The beautification of their ugly acts in their eyes is the worst of their punishments and their being content with their listlessness is their greatest misfortune.
