Arabic,Tafseer
وَنَبِّئْهُمْ أَنَّ ٱلْمَآءَ قِسْمَةٌ بَيْنَهُمْ كُلُّ شِرْبٍ مُّحْتَضَرٌ,(And inform them that the water) of the well (is to be shared between (her and) them) one day for her and one day for them. (Every drinking will be witnessed) Salih informed them of this. They agreed to comply and observed this for a while but then their wretchedness overtook them.
فَنَادَوْاْ صَاحِبَهُمْ فَتَعَاطَىٰ فَعَقَرَ,(But they called their comrade) he called Masda' and Qudar Ibn Salif after Masda' Ibn Dahr shot her with an arrow (and he took) and Qudar took another arrow (and hamstrung (her)) killing the she-camel and dividing her meat.
فَكَيْفَ كَانَ عَذَابِي وَنُذُرِ,(Then see) O Muhammad (how (dreadful) was My punishment after My warnings!) and how was the state of those warned by Salih but who rejected faith
إِنَّآ أَرْسَلْنَا عَلَيْهِمْ صَيْحَةً وَاحِدَةً فَكَانُواْ كَهَشِيمِ ٱلْمُحْتَظِرِ,"(Lo! We sent upon them one Shout) the shout of Gabriel three days after the killing of the she-camel, (and they became as the dry twigs (rejected by) the builder of a cattle fold) they became like the things in the cattle fold on which the cattle step."
وَلَقَد يَسَّرْنَا ٱلْقُرْآنَ لِلذِّكْرِ فَهَلْ مِن مُّدَّكِرٍ,"(And in truth We have made the Qur'an easy to remember) easy to take admonition from, and easy to memorise and recite; (but is there any that remembers) but is there any that takes admonition from what was done to the folk of Salih and, as a result, desist from transgression? It is also said that this means: is there any that seeks knowledge such that he is helped to acquire it?"
كَذَّبَتْ قَوْمُ لُوطٍ بِٱلنُّذُرِ,(The folk of Lot rejected warnings) they rejected Lot as well as all the messengers.
إِنَّآ أَرْسَلْنَا عَلَيْهِمْ حَاصِباً إِلاَّ آلَ لُوطٍ نَّجَّيْنَاهُم بِسَحَرٍ,"(Lo! We sent a storm of stones upon them (all) save the family of Lot) save Lot and his two daughters: Za'ura and Raytha, (whom We rescued in the last watch of the night) We rescued them at dawn,"
نِّعْمَةً مِّنْ عِندِنَا كَذَلِكَ نَجْزِي مَن شَكَرَ,(As grace from Us) as mercy from Us. (Thus We reward him who gives thanks) thus We save he who believes in Our divine Oneness and gives thanks for Our bounty.
وَلَقَدْ أَنذَرَهُمْ بَطْشَتَنَا فَتَمَارَوْاْ بِٱلنُّذُرِ,"(And he) Lot (indeed had warned them of Our blow) of Our chastisement, (but they did doubt the warnings) but they rejected what Lot said to them."
وَلَقَدْ رَاوَدُوهُ عَن ضَيْفِهِ فَطَمَسْنَآ أَعْيُنَهُمْ فَذُوقُواْ عَذَابِي وَنُذُرِ,"(They even asked of him his guests for an ill purpose) they wanted his guests, Gabriel and the angels who were with him, for their abominable deed. (Then We blinded their eyes) Gabriel blinded their eyes ((and said): Taste now My punishment after My warnings!) And I said to them: taste now My punishment and the warning of My warners!"
وَلَقَدْ صَبَّحَهُم بُكْرَةً عَذَابٌ مُّسْتَقِرٌّ,(And in truth the punishment decreed befell them early in the morning) and this punishment is connected with the punishment of the Hereafter.
فَذُوقُواْ عَذَابِي وَنُذُرِ,(Now taste My punishment after My warnings!) And I said to them: taste My punishment and the warning of My warners; those whom Lot warned but did not believe him.
وَلَقَدْ يَسَّرْنَا ٱلْقُرْآنَ لِلذِّكْرِ فَهَلْ مِن مُدَّكِرٍ,"(And in truth We have made the Qur'an easy to remember) to memorise, recite and write down; (but is there any that remembereth) but is there any that takes admonition from what was done to the folk of Lot and, hence, desist from transgression?"
وَلَقَدْ جَآءَ آلَ فِرْعَوْنَ ٱلنُّذُرُ,(And warnings came in truth unto the house of Pharaoh) Moses and Aaron went to Pharaoh and his folk
كَذَّبُواْ بِئَايَاتِنَا كُلِّهَا فَأَخَذْنَاهُمْ أَخْذَ عِزِيزٍ مُّقْتَدِرٍ,"(Who denied Our revelations, every one) of the nine signs. (Therefore We grasped them with the grasp of the Mighty) by means of punishment, (the Powerful) to inflict punishment."
أَكُفَّٰرُكُمْ خَيْرٌ مِّنْ أُوْلَٰئِكُمْ أَمْ لَكُم بَرَآءَةٌ فِي ٱلزُّبُرِ,"(Are your disbelievers) O Muhammad; and it is said: O people of Mecca (better than those) We related to you, (or have ye some immunity in the Scriptures) from punishment?"
أَمْ يَقُولُونَ نَحْنُ جَمِيعٌ مُّنتَصِرٌ,(Or say they) i.e. the disbelievers of Mecca: (We are a host victorious) and immune from punishment?
سَيُهْزَمُ ٱلْجَمْعُ وَيُوَلُّونَ ٱلدُّبُرَ,"(The hosts) the hosts of the disbelieving (will all be routed) on the Day of Badr (and will turn and flee) defeated; this refers to Abu Jahl and his host, some of whom were killed on the Day of Badr and others defeated."
بَلِ ٱلسَّاعَةُ مَوْعِدُهُمْ وَٱلسَّاعَةُ أَدْهَىٰ وَأَمَرُّ,"(Nay, but the Hour (of doom)) the advent of the Hour (is their appointed tryst) of punishment, (and the Hour) of punishment (will be more wretched) more tremendous (and more bitter) than the punishment they suffered on the Day of Badr."
إِنَّ ٱلْمُجْرِمِينَ فِي ضَلاَلٍ وَسُعُرٍ,(Lo! the guilty) the idolaters: Abu Jahl and his host (are in error) in manifest error in the life of the world (and madness) toil and tiredness in hell.
يَوْمَ يُسْحَبُونَ فِي ٱلنَّارِ عَلَىٰ وُجُوهِهِمْ ذُوقُواْ مَسَّ سَقَرَ,(On the day) which is the Day of Judgement (when they are dragged into the Fire) the angels of the Fire will drag them (upon their faces) and these angels will say to them: (Feel the touch of hell) taste the punishment of the Fire.
إِنَّا كُلَّ شَيْءٍ خَلَقْنَاهُ بِقَدَرٍ,(Lo! We have created every thing) of your works (by measure) by you rejected this. This verse was revealed about those who argued about destiny.
وَمَآ أَمْرُنَآ إِلاَّ وَاحِدَةٌ كَلَمْحٍ بِٱلْبَصَرِ,"(And Our commandment) concerning the coming of the Hour (is but one (commandment)) is but one word, (as the twinkling of an eye) in its swiftness. It is also said that (We have created every thing) means: We have created for everything something similar to it and also that which agrees with it of clothes and things."
وَلَقَدْ أَهْلَكْنَآ أَشْيَاعَكُمْ فَهَلْ مِن مُّدَّكِرٍ,"(And verily We have destroyed your fellows) We have destroyed the like of you and those who followed your religion, O people of Mecca; (but is there any that remembereth) is there any that takes admonition from what was done with them and, thus, desist from transgression?"
وَكُلُّ شَيْءٍ فَعَلُوهُ فِي ٱلزُّبُرِ,(And every thing they did) of transgression in their state of idolatry and opposition of the prophets (is in the Scriptures) written down; and it is said this means: it is written in the Guarded Tablet. This also was revealed about those who disputed about fate.
وَكُلُّ صَغِيرٍ وَكَبِيرٍ مُّسْتَطَرٌ,(And every small and great thing) of good or evil (is recorded) in the Guarded Tablet; this was revealed about the people who disputed about fate and who denied that everything is recorded in the Guarded Tablet.
إِنَّ ٱلْمُتَّقِينَ فِي جَنَّاتٍ وَنَهَرٍ,"(Lo! the righteous) those who ward off disbelief, idolatry and indecencies (will dwell among Gardens and rivers) many rivers; and it is said: in vast meadows,"
فِي مَقْعَدِ صِدْقٍ عِندَ مَلِيكٍ مُّقْتَدِرٍ,(Firmly established) they are in an honoured place in Paradise (in the favour of a Mighty King) Who is able to dispense both reward and punishment to His slaves'.
ٱلرَّحْمَـٰنُ,"And from his narration on the authority of Ibn 'Abbas that he said: “When the verse (Say (unto mankind): Cry unto Allah, or cry unto the Beneficent) [17:111] was revealed, the disbelievers of Mecca-Abu Jahl, al-Walid, 'Utbah and Shaybah and their hosts-said: we know no one called the Beneficent except Musaylimah the liar who lives in Yamamah. So he is this Beneficent one, O Muhammad?” And so Allah revealed this: (The Beneficent"
عَلَّمَ ٱلْقُرْآنَ,"Hath made known the Qur'an) to Gabriel and the latter to Muhammad, and Muhammad to his nation. Allah sent Gabriel with the Qur'an to Muhammad (pbuh) and the Prophet taught it to his nation."
خَلَقَ ٱلإِنسَانَ,(He hath created man) i.e. Adam from the surface of the earth.
عَلَّمَهُ ٱلبَيَانَ,(He hath taught him utterance) Allah inspired him with the exposition of everything as well as with the names of every beast on the surface of the earth.
ٱلشَّمْسُ وَٱلْقَمَرُ بِحُسْبَانٍ,(The sun and the moon are made punctual) their orbits are measured; and it is also said that this means: they are suspended half way between heaven and earth; and it is also said that this means: they both will be taken to task and have a lifespan like the lifespan of human beings.
وَٱلنَّجْمُ وَٱلشَّجَرُ يَسْجُدَانِ,(The najm and the trees adore) the stars and the trees prostrate to the Beneficent; and it is also said that najm refers to vegetation that has no stalks.
وَٱلسَّمَآءَ رَفَعَهَا وَوَضَعَ ٱلْمِيزَانَ,"(And the sky He hath uplifted) above everything; such that nothing touches it; (and He hath set the measure) on the earth; He explained fair measure through the scale,"
أَلاَّ تَطْغَوْاْ فِي ٱلْمِيزَانِ,"(That ye exceed not the measure) that you do not transgress or be unjust in measure,"
وَأَقِيمُواْ ٱلْوَزْنَ بِٱلْقِسْطِ وَلاَ تُخْسِرُواْ ٱلْمِيزَانَ,"(But observe the measure strictly) keep the balance of the scale justly; and it is also said that this means: observe your tongues by saying only the Truth, (nor fall short thereof) do not weigh less for the people such that you take away their rights."
وَٱلأَرْضَ وَضَعَهَا لِلأَنَامِ,"(And the earth hath He appointed) He spread it on the water (for (His) creatures) for all created beings whether dead or alive,"
فِيهَا فَاكِهَةٌ وَٱلنَّخْلُ ذَاتُ ٱلأَكْمَامِ,"(Wherein) in the earth (are fruit) different kind of fruits (and sheathed palm-trees) which has foreskin or shells, or anything that has not sprouted up."
وَٱلْحَبُّ ذُو ٱلْعَصْفِ وَٱلرَّيْحَانُ,(Husked grain) all kind of grain (and scented herb) spikes of grain and fruits.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) and claim that they are not from Allah, O jinn and humans? This is addressed to all human beings except Muhammad (pbuh)."
خَلَقَ ٱلإِنسَانَ مِن صَلْصَالٍ كَٱلْفَخَّارِ,"(He created man) i.e. Adam (of clay like the potter's) out of which pottery is made,"
وَخَلَقَ ٱلْجَآنَّ مِن مَّارِجٍ مِّن نَّارٍ,(And the jinn) the father of the jinn and satans (did He create of smokeless fire.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny) which of the blessings of your Lord do you deny?"
رَبُّ ٱلْمَشْرِقَيْنِ وَرَبُّ ٱلْمَغْرِبَيْنِ,"(Lord of the two Easts) the East of winter and the East of summer, (and Lord of the two Wests) the West of winter and the West of summer! There are two Easts and two Wests. The East of winter and the East of summer have 180 phases just as the two Wests and the moon have 180 phases. It is also said that the Easts of summer and winter have 177 phases and the Wests of summer and winter as well as the moon have 177 phases. The sun rises throughout the year two days in the same phase and it also sets two days in the same phase."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
مَرَجَ ٱلْبَحْرَيْنِ يَلْتَقِيَانِ,He hath loosed the two seas) the sweet and the salty. (They meet) without mixing.
بَيْنَهُمَا بَرْزَخٌ لاَّ يَبْغِيَانِ,(There is a barrier) from Allah (between them) between the sweet and salty seas. (They encroach not (one upon the other)) nor does any one of them change the taste of the other.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord: that you deny?"
يَخْرُجُ مِنْهُمَا ٱلُّلؤْلُؤُ وَٱلمَرْجَانُ,There cometh forth from both of them) but especially from the salty one (the pearl) big in size (and coral stone) small in size.
فَبِأَيِّ آلاَءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
وَلَهُ ٱلْجَوَارِ ٱلْمُنشَئَاتُ فِي ٱلْبَحْرِ كَٱلأَعْلاَمِ,"His are the ships displayed) floating (upon the sea, like banners) like mountains, that is when the ships raise their sails."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
كُلُّ مَنْ عَلَيْهَا فَانٍ,Everyone that is thereon) on the face of the earth (will pass away) will die; it is also said that this means: everyone upon it will vanish; and it is also said that this means: every act that is done for other than Allah will perish;
وَيَبْقَىٰ وَجْهُ رَبِّكَ ذُو ٱلْجَلاَلِ وَٱلإِكْرَامِ,(There remaineth but the Countenance of thy Lord) dies not; and it is also said that this means: the righteous works which are performed for the sake of Allah's Countenance will not perish (of Might) Who possesses might and sovereignty (and Glory) and who also possesses forgiveness and beneficence.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
يَسْأَلُهُ مَن فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ كُلَّ يَوْمٍ هُوَ فِي شَأْنٍ,"All that are in the heavens) among the angels (and the earth) among the believers. The inhabitants of the earth ask Him forgiveness, success, preservation from sin, bestowal of honour and provision (entreat Him. Every day He exerciseth (universal) power) He gives life, He takes life, He raises, He abases, He brings into the world a new born baby, He releases a prisoner; and the things He exercises are beyond count."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
سَنَفْرُغُ لَكُمْ أَيُّهَ ٱلثَّقَلاَنِ,"We shall dispose of you) We shall record the works that you do in the life of the world and take you to task for them on the Day of Judgement, (O ye two dependents) human beings and the jinn."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
يٰمَعْشَرَ ٱلْجِنِّ وَٱلإِنسِ إِنِ ٱسْتَطَعْتُمْ أَن تَنفُذُواْ مِنْ أَقْطَارِ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ فَٱنفُذُواْ لاَ تَنفُذُونَ إِلاَّ بِسُلْطَانٍ,"O company of jinn and men, if ye have power) if you are able (to penetrate (all)) to break free from (regions) the extremities (of the heavens and the earth) and from the rows of angels; (then penetrate (them)) then break free and flee! (You will never penetrate them) you will not be able to break free (save with (Our) sanction) save with a reason and proof."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
يُرْسَلُ عَلَيْكُمَا شُوَاظٌ مِّن نَّارٍ وَنُحَاسٌ فَلاَ تَنتَصِرَانِ,"There will be sent, against you both) when you emerge from the graves, O humans and jinn, (heat of fire) of smokeless fire (and flash of brass) and smoke which will lead you to the place of assembly, (and ye will not escape) you will not refuse to be led."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
فَإِذَا ٱنشَقَّتِ ٱلسَّمَآءُ فَكَانَتْ وَرْدَةً كَٱلدِّهَانِ,And when the heaven splitteth asunder) because of the descent of the angels and awe towards the Lord (and becometh rosy) and become coloured (like red hide) like different kinds of paint; and it is said: like the different colours of roses; and it is also said: red in black
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
فَيَوْمَئِذٍ لاَّ يُسْأَلُ عَن ذَنبِهِ إِنسٌ وَلاَ جَآنٌّ,"On that day) which is the Day of Judgement; after the end of reckoning (neither man nor jinn will be questioned of his sin) his works; the believer will be known with his blooming, white face; it is also said that this means: the sins of human beings and the jinn will not be asked about."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
يُعْرَفُ ٱلْمُجْرِمُونَ بِسِيمَاهُمْ فَيُؤْخَذُ بِٱلنَّوَاصِي وَٱلأَقْدَامِ,"The guilty will be known by their marks) the idolaters will be known by their dark faces and bluish eyes, (and will be taken by the forelocks and the feet) and cast in the Fire."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?)"
هَـٰذِهِ جَهَنَّمُ ٱلَّتِي يُكَذِّبُ بِهَا ٱلْمُجْرِمُونَ,"The angels in-charge of the Fire will say to them: (This is hell which the guilty deny) the idolaters, that is during the life of the world and claimed that it does not exist."
يَطُوفُونَ بَيْنَهَا وَبَيْنَ حَمِيمٍ آنٍ,"(They go circling round between it) i.e. the Fire (and fierce, boiling water) water as hot as can be."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
وَلِمَنْ خَافَ مَقَامَ رَبِّهِ جَنَّتَانِ,(But for him who feareth the standing before his Lord) but he who fears standing before his Lord upon being on the verge of committing a transgression and thus desists from it (there are two Gardens) the Garden of Eden and the Firdaws.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
ذَوَاتَآ أَفْنَانٍ,Of spreading branches) and different kinds.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny) regarding the Gardens?"
فِيهِمَا عَيْنَانِ تَجْرِيَانِ,"(Wherein are two fountains flowing) for the dwellers of Paradise containing goodness, mercy, bestowal of honour, grace and more from Allah."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) regarding the Gardens?"
فِيهِمَا مِن كُلِّ فَاكِهَةٍ زَوْجَانِ,(Wherein is every kind of fruit in pairs) both with regard to shape and taste.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
مُتَّكِئِينَ عَلَى فُرُشٍ بَطَآئِنُهَا مِنْ إِسْتَبْرَقٍ وَجَنَى ٱلْجَنَّتَيْنِ دَانٍ,"Reclining upon couches) sitting in comfort upon couches (lined with silk brocade) their outside is made of thick silk brocade while their inside is of soft silk brocade, (the fruit of both Gardens near to hand."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny) regarding all the Gardens?"
فِيهِنَّ قَاصِرَاتُ ٱلطَّرْفِ لَمْ يَطْمِثْهُنَّ إِنسٌ قَبْلَهُمْ وَلاَ جَآنٌّ,"(Therein are those of modest gaze) modest maiden who are content with their husbands and who do not look at other than their own husbands, (whom neither man nor jinn will have touched before them) before their husbands,"
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
كَأَنَّهُنَّ ٱلْيَاقُوتُ وَٱلْمَرْجَانُ,(In beauty) like the jacynth and the coral stone.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
هَلْ جَزَآءُ ٱلإِحْسَانِ إِلاَّ ٱلإِحْسَانُ,Is the reward of goodness aught save goodness?) He says: is the reward of he whom We have blessed with the profession of Allah's divine Oneness anything but the Garden?
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
وَمِن دُونِهِمَا جَنَّتَانِ,"And beside them) besides the gardens mentioned earlier (are two other Gardens) which are less than the first two and which are: the Garden of Comfort (jannat al-na'im) and the Garden of Refuge (jannat al-ma'wa),"
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) regarding the two Gardens?"
مُدْهَآمَّتَانِ,(Dark green with foliage) because of their abundant watering.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) regarding these two Gardens?"
فِيهِمَا عَيْنَانِ نَضَّاخَتَانِ,"(Wherein) in the Gardens (are two abundant springs) and it is said: springs full of goodness, grace, mercy and bestowal of honour and much more from Allah."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) regarding he two Gardens?"
فِيهِمَا فَاكِهَةٌ وَنَخْلٌ وَرُمَّانٌ,"(Wherein) in the two Gardens (is fruit) different kinds of fruit, (the date-palm) different kinds of palm- trees (and pomegranate) different kinds of pomegranate in both taste and shape."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) regarding the four Gardens; and it is said: regarding all the Gardens?"
فِيهِنَّ خَيْرَاتٌ حِسَانٌ,"(Wherein (are found) the good and beautiful) wives, i.e. good for their husbands."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
حُورٌ مَّقْصُورَاتٌ فِي ٱلْخِيَامِ,"Fair ones, close-guarded) for their husbands (in pavilions) of hollowed pearls."
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"Which is it, of the favours of your Lord, that ye deny?"
لَمْ يَطْمِثْهُنَّ إِنسٌ قَبْلَهُمْ وَلاَ جَآنٌّ,Whom neither man nor jinn will have touched before them) before their husbands
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny?"
مُتَّكِئِينَ عَلَىٰ رَفْرَفٍ خُضْرٍ وَعَبْقَرِيٍّ حِسَانٍ,Reclining on green cushions) and it is also said: in meadows (and fair carpets) beautifully coloured carpets.
فَبِأَيِّ آلاۤءِ رَبِّكُمَا تُكَذِّبَانِ,"(Which is it, of the favours of your Lord, that ye deny) which of the blessings of your Lord, O men and jinn-here to the exception of Muhammad (pbuh)-do you reject and claim that it is not from Allah?"
تَبَارَكَ ٱسْمُ رَبِّكَ ذِي ٱلْجَلاَلِ وَٱلإِكْرَامِ,"(Blessed be the Name of thy Lord) your Lord is the Possessor of grace and Mercy; and it is said: Allah exonerates Himself from having a son or partner, (Mighty) the Possessor of might and sovereignty (and Glorious) and the Possessor of forgiveness and beneficence upon the advent of the Day of Judgement!'"
إِذَا وَقَعَتِ ٱلْوَاقِعَةُ,And from his narration on the authority of Ibn 'Abbas that he said regarding the interpretation of Allah's saying (When the event befalleth): '(When the event befalleth) He says: when the Day of Judgement comes.
لَيْسَ لِوَقْعَتِهَا كَاذِبَةٌ,"(There is no denying that it will befall) its coming cannot be repulsed, delayed or contain any ambiguity."
خَافِضَةٌ رَّافِعَةٌ,"(Abasing (some)) due to their own works and, thus, sends them to the Fire, (exalting (others)) due to their own works and, thus, sends to the Garden. It is also said it is called the Event because of its sound which will be heard by the near and the far;"
إِذَا رُجَّتِ ٱلأَرْضُ رَجّاً,(When the earth is shaken with a shock) when the earth is shaken with such an earthquake that every mountain and building in it will be obliterated and turn into rubble.
وَبُسَّتِ ٱلْجِبَالُ بَسّاً,(And the hills are ground to powder) and it is also said: and the hills are made to move like the passing of the clouds; and it is also said that this means: when the hills are uprooted from their spots.
فَكَانَتْ هَبَآءً مُّنبَثّاً,"(So that they become a scattered dust) like the dust which sticks to the hooves of beasts or the atoms of dust which can be seen when the rays of the sun emerge from a hole in a house or a crack in a door,"
وَكُنتُمْ أَزْوَاجاً ثَلاَثَةً,(And ye will be) on the Day of Judgement (three kinds:
فَأَصْحَابُ ٱلْمَيْمَنَةِ مَآ أَصْحَابُ ٱلْمَيْمَنَةِ,"(First) those on the right hand) these are the inhabitants of the Garden who will be given their scrolls in their right hands; they are the ones about whom Allah said: "" These are destined for Paradise, and I care not "" ; (what of those on the right hand) arousing by this expression the wonder of His Prophet: and what do you know, O Muhammad, about the bliss, happiness and honour of the people of the Garden?"
وَأَصْحَابُ ٱلْمَشْأَمَةِ مَآ أَصْحَابُ ٱلْمَشْأَمَةِ,"(And (then) those on the left hand) these are the dwellers of the Fire who will be given their scrolls in their left hands; they are the ones about whom Allah said: “These are destined for hell, and I care not”; (what of those on the left hand) again arousing the wonder of His Prophet: and what do you know, O Muhammad, about the humiliation, punishment and chastisement suffered by the dwellers of hell?"
وَٱلسَّابِقُونَ ٱلسَّابِقُونَ,"(And the foremost in the race) and the forerunners in the life of the world towards faith, migration, jihad, the utterance of the first “Allahu akbar” [Allah is the greatest] as well as towards all good things, these are (the foremost in the race) the forerunners in the Hereafter towards the Garden:"
أُوْلَـٰئِكَ ٱلْمُقَرَّبُونَ,(Those are they who will be brought nigh) to Allah
فِي جَنَّاتِ ٱلنَّعِيمِ,(In Gardens of Delight) whose delight is eternal;
ثُلَّةٌ مِّنَ ٱلأَوَّلِينَ,(A multitude of those of old) a group of people from the earlier nations before the community of Muhammad (pbuh)
وَقَلِيلٌ مِّنَ ٱلآخِرِينَ,"(And a few of those of later time) and a group from the later nations, which is the community of Muhammad (pbuh). It is also said that both groups are from the community of Muhammad (pbuh). When Allah's saying (A multitude of those of old), the Prophet (pbuh) and his Companions were aggrieved because of it, until Allah revealed (And a few of those of later time)."
عَلَىٰ سُرُرٍ مَّوْضُونَةٍ,"(On lined couches) sitting on couches linked to each other by branches of gold and silver, weaved with pearls and sapphires,"
مُّتَّكِئِينَ عَلَيْهَا مُتَقَابِلِينَ,(Reclining) in comfort (therein) on couches (face to face) upon visitation.
يَطُوفُ عَلَيْهِمْ وِلْدَانٌ مُّخَلَّدُونَ,"(There wait on them) for service (immortal youths) servants; it is also said that these are the children of the disbelievers who are made servants for the people of Paradise. Another way of reading this verse is (There wait on them youths, and they are immortal): i.e. they will never die nor leave the Garden."
بِأَكْوَابٍ وَأَبَارِيقَ وَكَأْسٍ مِّن مَّعِينٍ,The youth will go round (With bowls and ewers and a cup from a pure spring) of pure running wine
لاَّ يُصَدَّعُونَ عَنْهَا وَلاَ يُنزِفُونَ,"(Wherefrom they get no aching of the head) from drinking (nor any madness) nor get intoxicated; it is also said that this means, according to another reading: their drinking is continuous,"
وَفَاكِهَةٍ مِّمَّا يَتَخَيَّرُونَ,(And fruit) different kinds of fruit (that they prefer) that they desire.
وَلَحْمِ طَيْرٍ مِّمَّا يَشْتَهُونَ,(And flesh of fowls that they desire) and different types of birds' meat that they desire.
وَحُورٌ عِينٌ,"(And (there are) fair ones with wide, lovely eyes,"
كَأَمْثَالِ ٱللُّؤْلُؤِ ٱلْمَكْنُونِ,"Like unto hidden pearls) hidden from heat and cold,"
جَزَآءً بِمَا كَانُواْ يَعْمَلُونَ,(Reward) this is a reward for the inhabitants of the Garden (for what they used do) and say of good things in the life of the world.
لاَ يَسْمَعُونَ فِيهَا لَغْواً وَلاَ تَأْثِيماً,(There) in the Garden (hear they no vain speaking) no falsehood or lying oaths (nor recrimination) nor abuse; it is also said: there is no sin on them for it.
إِلاَّ قِيلاً سَلاَماً سَلاَماً,"((Naught) but the saying: Peace, (and again) Peace) they greet each other with the greeting peace and the angels also greet them with salutations and greeting of peace from their Lord."
وَأَصْحَابُ ٱلْيَمِينِ مَآ أَصْحَابُ ٱلْيَمِينِ,"(And those on the right hand) the inhabitants of Paradise; (what of those on the right hand) and what do you know, O Muhammad, about the bliss and happiness of the people of Paradise?"
فِي سِدْرٍ مَّخْضُودٍ,(Among thornless lote tree) under the shade of thornless lote trees.
وَطَلْحٍ مَّنضُودٍ,"(And clustered plantains) and clustered banana trees; and it is also said that this means: continuous and uninterrupted,"
وَظِلٍّ مَّمْدُودٍ,"(And spreading shade) continuously over them, such that there is no sun,"
وَمَآءٍ مَّسْكُوبٍ,"(And water gushing) from the leg of the Throne,"
وَفَاكِهَةٍ كَثِيرَةٍ,(And fruit in plenary) plenty of different kinds of fruit.
لاَّ مَقْطُوعَةٍ وَلاَ مَمْنُوعَةٍ,"(Neither out of reach) such that they are available sometimes and unavailable at other times (nor yet forbidden) from when they look at it,"
وَفُرُشٍ مَّرْفُوعَةٍ,"(And raised couches) in the air, for its folks,"
إِنَّآ أَنشَأْنَاهُنَّ إِنشَآءً,"(Lo! We have created them a (new) creation) We created the females of the life of the world; We created them again after they went through impotence, lack of vision, sickness and death."
فَجَعَلْنَاهُنَّ أَبْكَاراً,(And made them virgins
